covid_fatality_rate,continent,country,age dependency ratio (% of working-age population),"age dependency ratio, old","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),female population 45-49,female population 80+,"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)",improved sanitation facilities (% of population with access),improved water source (% of population with access),"improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"mortality rate, infant (per 1,000 live births)",number of infant deaths,number of maternal deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, urban (% of urban population)","population ages 00-04, female (% of female population)","population ages 15-19, female (% of female population)","population ages 20-24, female (% of female population)","population ages 25-29, female (% of female population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 40-44, female (% of female population)","population ages 60-64, female (% of female population)",population growth (annual %),"population, female (% of total)",rural population (% of total population),rural population growth (annual %),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetable oils,fat_vegetables,obesity,undernourished,kcal_alcoholic beverages,kcal_animal products,kcal_cereals - excluding beer,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_offals,kcal_spices,kcal_sugar & sweeteners,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal fats,protein_milk - excluding butter,protein_oilcrops,protein_stimulants,protein_sugar & sweeteners,protein_vegetable oils,gni_category
0.001477532,africa,namibia,67.266778,5.896374502,36152,4.2,53818,7658,5210,92,92,85,34.4,91,98.2,0.984469885,100,100,32.8,2447,190,84,48.5,20.3,13.30423235,10.53705027,10.02890554,8.595038834,7.114264026,7.00500005,6.130223875,5.179225414,2.181464642,2.302676484,51.32693191,53.34,0.478367602,4.429761671,16.7373,3.3171,6.802,0.2718,0.6075,0.2798,7.7772,0.0959,4.548,0.2078,0.8792,0.4316,0.4236,0.5915,0.5995,0.1199,22.9078,0.1359,15,27.3,2.4054,6.5173,18.7294,0.4523,1.1308,2.8577,0.1645,0.2673,5.7155,5.222,0.4523,0.386,0.0483,4.6244,0.4745,0.2493,0,0.0241,mid_gni
0.000406612,asia,nepal,61.84173909,8.977577299,258208,3.7,671488,109530,730,91,91,85,45.8,91.6,90.9,0.647685538,150,100,29.4,16144,1500,52,31.6,5.6,9.270407998,10.94698946,9.716995613,8.60388095,7.497930902,6.062177088,6.564026904,5.487075522,3.123105935,1.195940957,51.54444355,81.385,0.739897275,3.214560446,12.1853,3.3076,7.1664,0.4361,0.1563,0.5513,2.7069,0.0082,5.4139,0.1563,0.4525,0.5513,1.1437,0.1975,0.2468,0.5019,26.2136,0.6006,3.8,8.7,0.1395,3.767,30.7115,0.0872,1.4475,0.872,0.1046,0.9069,0.9069,4.918,1.5347,0.0407,0.0271,3.7648,0.1628,0.1018,0.0068,0.0068,low_gni
0.001263069,europe,netherlands,53.26548811,27.94101704,87421,5.5,653878,475409,48940,95,96,95,97.7,100,100,0.011515464,8700,100,3.2,576,12,112,0,0,5.048471412,5.680229809,5.865535282,5.937517707,5.8407356,6.02452722,5.858684282,6.702682906,6.261145339,0.423129432,50.36536933,9.504,-5.560051042,1.072774581,30.1494,6.6484,1.2702,1.4787,0.7451,0.3475,10.8567,0,10.3934,0.027,0.3591,0.0309,0.1235,0.0849,0.0541,1.498,15.8449,0.2355,23.1,2.5,2.2164,16.5307,11.4822,0.7234,2.6936,5.7411,0.0616,0.1693,6.5877,5.5872,1.2621,0.3823,0.0573,13.7921,0.1864,0.3393,0.0048,0.043,high_gni
1.11E-05,oceania,new zealand,54.00824581,22.88793694,28877,7.3,161769,97063,40080,92,92,93,73.56153846,100,100,0.021991303,4500,47,4.7,280,7,112,9.441721854,2.777124183,6.495845432,6.476799071,6.894177817,6.291302205,6.224488782,6.005630957,5.948338151,7.220600474,5.49748791,1.889045125,51.12928578,13.716,1.648649569,1.927312501,34.1264,13.9753,1.3271,1.2111,0.6485,0.3049,13.9409,0,4.2948,0.0601,2.0228,0.0773,0.0859,0.0687,0.0945,1.3357,10.2689,0.2835,32,2.5,1.6474,15.1117,14.4781,0.6653,1.6632,6.8747,0.095,0.1109,8.8706,3.3581,1.1088,0.3023,0.1539,4.4303,1.2917,0.3463,0.0055,0.011,high_gni
3.57E-05,north america,nicaragua,54.12985765,7.83805249,57689,9.2,152158,42897,1940,98,98,99,67.9,87,99.3,0.370522099,270,100,18.8,2251,180,84,7.3,2.5,9.60072424,9.472549001,9.391746397,9.114417072,8.449449249,8.376960033,7.25517897,6.080460847,2.926305885,1.126323245,50.70770756,41.221,0.352985214,1.672245574,17.9935,2.3309,9.2369,1.008,0.4174,0.1339,7.6069,0.1102,6.5123,0.1102,1.9214,0.4646,0.0079,0.1024,0.4252,0.0315,19.3952,0.1811,21.8,17,0.6658,6.3344,25.0904,0.2283,1.2174,2.4729,0.1141,0,7.8181,4.1469,0.5326,0.0907,0.0302,5.9264,0.9902,0.0832,0,0.0076,low_gni
1.38E-05,africa,niger,112.9728005,5.494844921,446755,2.2,299375,23824,390,65,65,73,10.9,58.2,100,4.369930371,23,100,57.1,54226,5400,98,72.8,14.3,20.58015403,10.3453761,8.080991169,6.43192757,5.324031038,4.901589416,4.494271256,3.696152925,1.51044102,4.026868931,49.60000744,81.268,3.703769099,5.440840744,10.9769,2.6573,12.436,0.058,0.1353,0.2416,3.6332,0.0097,4.3193,0.1836,13.4216,1.4398,0.3479,0.0483,0.029,0,10.5904,0.4445,4.7,16.5,0.0194,3.4122,31.0585,0.0775,0.8337,1.0857,0.1163,0.1357,0.6786,1.8806,1.6673,0.0061,0.0244,3.474,4.1028,0.0549,0,0,low_gni
1.66E-05,africa,nigeria,87.70842622,5.137053492,3236347,2.3,3161186,188919,2820,56,56,54,29,68.5,80.8,4.508853294,22,50,69.4,484368,58000,84,25.1,15.5,16.97064629,10.2604216,8.63951211,7.474291326,6.492841333,6.540061074,5.448806489,4.408791195,1.835892745,2.628044353,49.07357254,52.224,1.043694819,4.389106777,5.0182,0.8078,7.1082,0.5755,0.5957,0.3433,2.4838,0.0101,0.4645,0.0909,4.3922,0.4241,0.4746,1.2621,0.0404,0.2322,30.1494,0.5452,7.8,13.4,1.2178,1.6237,21.5953,0.345,1.441,0.6901,0.0406,0.4059,1.6034,5.3379,1.096,0.456,0.0089,0.5991,3.0135,0.0179,0,0,low_gni
0.003829771,europe,north macedonia,41.39453471,17.42379251,12015,10.3,74439,28899,5140,91,89,89,90.9,99.4,99.8,0.01177133,8500,100,4.8,119,2,270,0.7,0,5.386936041,6.382047187,7.048743872,7.291605792,7.735271886,8.166916349,7.36834441,7.034181737,6.343055155,0.136155385,50.2201878,42.896,-0.038576051,0.26761309,19.642,7.1263,1.9013,0.7305,0.2371,0.4112,6.5409,0.0435,4.8476,0.15,2.0174,0.1355,0.4886,0.0774,1.7078,1.1708,21.6642,0.745,23.9,3.2,0.9837,9.4365,16.6889,0.1834,2.1507,2.9843,0.1834,0.3334,6.3021,6.6022,2.7342,0.2603,0.0558,9.0796,1.159,0.9049,0,0.0248,mid_gni
0.000251159,europe,norway,52.21039452,24.8604131,29699,6,183026,137927,93820,95,95,95,98.1,100,100,0.008699159,11500,88.875,2,122,3,105.4117647,0,0,5.926540593,6.135421472,6.68418812,6.78139777,6.545991107,6.909734974,6.298906913,7.103651239,5.415629255,1.135948168,49.62923388,19.527,-0.212073913,1.465807399,27.2211,6.4445,1.9601,1.0645,1.5545,0.4055,10.6992,0.3244,7.4043,0.0541,1.7032,0.0912,0.0473,0.0473,1.6796,0.8888,15.4642,0.1656,25,2.5,1.7142,15.5904,14.0092,1.5516,1.862,5.6746,0.0739,0.0591,4.1673,5.9997,0.8423,0.3223,0.3132,9.7681,1.1075,1.0894,0,0.1135,high_gni
0.000916593,asia,oman,30.04213842,3.356449472,39049,14.8,55463,9304,16920,99,99,99,96.7,93.4,95.5,0.053938541,1900,100,9.9,804,14,50,3.3,2.7,12.41175093,7.39579103,11.71528275,12.66427852,10.86146434,17.31163385,8.451803476,4.672686409,1.902423021,5.834030073,33.66886083,22.359,3.784410643,6.432153628,23.6146,2.3712,3.7744,1.4422,0.929,0.7926,9.0171,0.0325,9.6407,0.2144,1.1174,0.1689,0.7276,0.039,1.0979,0.6107,17.4495,0.5782,22.9,6.8,0.0853,10.0478,19.7544,0.7847,6.8918,3.3095,0.1365,0.5118,4.5036,4.06,1.7059,0.0294,0.0294,8.6221,0.2819,0.3759,0,0.0059,high_gni
0.000153146,asia,pakistan,65.29531816,7.425695341,2437120,8.1,4085175,581126,1440,72,72,61,63.5,91.4,93.9,0.693444091,140,100,65.8,350600,9700,84,13.3,0.6,12.92147686,10.15000005,9.719253421,8.947293964,7.417964824,7.280166242,6.132904455,5.113650297,2.154286071,2.075426376,48.62915563,61.242,1.335218332,3.256323046,24.8245,8.9701,4.2124,0.6203,0.0818,0.1227,3.4967,0.0068,11.5125,0.1431,1.0906,0.2726,0.2249,0.0341,0.0204,0.1909,18.8603,0.075,7.8,20.3,0,11.474,23.3348,0.0645,0.6446,1.5471,0.1289,0.2793,5.2213,5.2858,0.4942,0,0.0604,14.6868,2.3547,0.3019,0.0226,0.1132,low_gni
0.00189049,north america,panama,53.36680557,11.70538236,36303,9.8,119275,38435,12050,73,73,90,75,94.7,97.7,0.239530168,420,100,14.6,1097,71,98,3.4,0.8,9.201536592,8.621716535,8.102986576,7.864852575,7.484175011,7.589377278,7.215266298,6.823411849,3.421351729,1.580347373,49.8684318,33.408,0.686311228,2.031897809,25.9557,9.1864,3.8355,0.8991,0.8614,0.5722,9.1046,0.132,5.7281,0.1823,1.4273,0.1509,0.0377,0.0566,1.0375,0.4339,16.2412,0.1258,22.5,10,1.8134,10.7042,21.2852,0.5986,2.3944,3.9613,0.1937,0.0352,6.1972,4.0317,0.4577,0.4278,0.1006,7.3725,1.3776,0.3208,0.0126,0.0315,mid_gni
0.002503945,south america,paraguay,56.62760289,9.429708207,65153,9.7,151471,43669,4220,93,87,83,88.6,98,100,0.36827506,270,50,17.5,2366,190,63,0,0,10.10068205,10.26484122,9.78049827,9.094687243,7.941689243,8.009940857,6.291443081,5.035233977,2.981776436,1.31304732,49.25344808,40.334,0.695137121,1.732925852,19.8084,3.8811,4.9807,1.5622,0.1742,0.3974,10.2335,0.0272,3.7069,0.2558,2.0576,0.2123,0.0218,0.5552,0.5334,0.0163,21.2672,0.1198,19,10.7,1.8252,9.3813,15.8241,0.146,1.1316,4.5811,0.3285,0.0183,5.0192,6.2968,0.6023,0.4165,0.1458,4.665,1.201,2.5824,0,0.0069,mid_gni
0.006459895,south america,peru,53.18806328,10.45530635,301130,6.9,906201,271461,6200,90,90,92,76.2,86.7,91.4,0.17447182,570,100,13.1,8164,420,90,5.2,1.1,9.41753215,8.610963551,8.779161059,8.534496823,7.719229561,7.858549817,7.176244472,6.329487539,3.304606942,1.294398755,50.04852969,21.391,-0.208906397,1.70741863,18.0402,1.1055,5.5879,2.1206,1.9497,1.6382,6.8241,0.0302,5.608,0.4322,2.5628,0.603,0.0704,0.6834,0.4523,0.2312,19.6482,0.4523,19.1,9.7,1.5529,5.7963,21.2893,0.8848,3.485,2.0224,0.2709,0.0361,4.2615,3.1239,1.1195,0.2423,0.0064,3.4173,1.7469,0.5802,0,0.0128,mid_gni
0.000511463,asia,philippines,57.55023434,7.21524173,1110380,6.9,2668961,380078,3540,60,60,82,73.9,91.8,93.7,0.35203815,280,100,22.2,52300,2700,60,7.3,3.4,10.98518389,9.82141803,9.458701122,8.079836447,7.182242996,7.193956155,6.568594174,5.868613964,2.816458265,1.562001289,49.54035623,55.627,1.768947864,1.303171882,29.7607,7.3714,3.4748,1.0544,1.6045,0.7243,18.887,0.0275,0.5684,0.2751,2.2371,0.055,0.0642,0.22,0.3576,0.7701,11.9281,0.3576,6,13.3,1.0845,7.7225,28.5153,0.9723,2.6178,4.4503,0.187,0.0748,4.0763,2.1503,0.9162,0.1914,0.3191,1.6273,0.694,0.4068,0.0319,0,low_gni
0.002554087,europe,poland,43.84267732,22.34354714,175483,6.2,1117922,1056107,13370,98,98,96,97.2,98.3,99.3,0.004522392,22100,100,4.5,1629,12,182,0,0,4.867633622,4.855812039,6.111021473,7.203261573,8.193776872,8.997542906,7.636888497,6.597727658,7.401384695,-0.032208399,51.63734946,39.461,0.04130902,-0.080100011,32.746,12.3719,1.6183,0.7141,0.4851,0.2057,13.3072,0,5.86,0.0078,0.4967,0.031,0.0427,0.1087,0.0737,0.4385,13.9747,0.2639,25.6,2.5,2.8507,14.6079,16.0545,0.5106,1.0637,6.3537,0.0142,0.0425,6.2544,4.5242,1.2055,0.7325,0.5045,6.8785,0.2619,0.3056,0,0.0631,mid_gni
0.00183164,europe,portugal,53.47967567,31.91068007,39953,9.9,392092,394377,20530,98,98,98,99.7,100,100,0.012261762,8200,88.875,3,251,8,105.4117647,0,0,3.909867461,4.988104816,5.011630929,5.305578882,6.202066921,6.523302845,7.269917552,7.723685254,6.347279192,-0.505203316,52.65089587,36.532,-2.026480188,0.381049306,26.4556,9.5983,2.1808,0.7993,1.0267,0.2825,10.3459,0.0138,4.5442,0.1378,0.4203,0.0689,0.0413,0.0586,1.354,0.7648,18.0803,0.2825,23.2,2.5,3.065,15.4111,13.9072,1.3606,2.3203,5.9439,0.1862,0.043,3.6236,6.6457,1.4179,0.2926,0.3581,7.8606,0.1528,0.6201,0.0044,0.0393,high_gni
0.002962427,europe,romania,48.88613107,25.77813849,80170,8.4,819550,524157,9500,89,92,86,79.1,100,100,0.042898204,2300,85,9.7,1614,56,126,9.441721854,2.777124183,4.467221657,5.097170108,4.76062108,6.114003821,5.998272227,6.65332272,7.516311316,7.637191838,7.380689752,-0.385442669,51.56158034,45.436,-0.761092157,-0.071555144,27.4359,6.8987,2.5519,1.5914,0.1994,0.293,7.9894,0.0366,10.6349,0.1221,0.5495,0.0407,0.4965,0.1099,0.8506,0.6797,16.512,0.4477,24.5,2.5,2.1141,13.1527,17.849,0.1703,1.7877,3.7741,0.1419,0.3263,4.0153,5.0936,1.8161,0.5856,0.0656,10.9445,0.253,0.417,0.0141,0.0187,mid_gni
0.00210047,asia,russian federation,43.0978772,19.12623695,938060,9.2,4504917,3319530,11400,97,87.47468354,98,72.2,96.9,98.9,0.044431151,2300,100,8.2,15989,450,140,1,1,5.802381739,4.010383885,5.668141216,8.086346623,7.73646125,8.989472083,7.096801524,6.655089093,7.28899848,0.192585837,53.5442083,25.992,-0.130070934,0.306152069,27.936,7.2,1.6511,1.9603,0.9415,0.2138,10.8433,0.0091,6.8453,0.1455,0.7823,0.0546,0.0273,0.141,0.4184,0.1274,18.3753,0.2638,25.7,2.5,2.0381,12.7641,16.7361,0.6992,1.1306,4.8349,0.1785,0.0298,6.8432,5.3109,1.1604,0.3436,0.0834,8.1632,0.3682,0.3534,0.0049,0.0245,mid_gni
0.000116282,africa,rwanda,78.06861621,4.967858534,163269,4.1,200913,31457,700,98,98,97,61.6,76.1,86.6,1.178849686,85,60,31.1,10445,1100,84,1.6,0.8,13.9566784,10.19574883,8.572073189,9.124460753,8.031123453,7.528555287,5.659840333,4.388737376,2.005289169,2.336558276,52.1126103,71.189,0.983182933,5.761320949,11.0727,1.0364,4.8545,0.1636,0.6364,9.6727,5.2182,0.0182,3.7818,0.2364,3.6545,2.6909,0.0545,2.1636,0.0545,0.0182,15.5091,0.2545,4.8,36.8,0.858,2.3707,9.4378,0.3161,8.8056,0.9257,0.0903,0.0452,1.4224,1.6934,0.4741,0.5486,0.0084,1.6796,2.0594,0.0506,0,0,low_gni
0.001594603,north america,saint lucia,47.32504061,13.25534355,1375,10.9,6421,2553,7390,99,99,97,90.5,96.3,99.5,0.091171389,1100,65,12.7,36,1,91,2.4,6.7,7.211375212,8.466680815,8.676782683,7.509550085,7.588073005,7.418548023,7.099957555,7.066001698,3.502758913,0.734587346,50.9408159,81.496,0.701547073,0.880235717,33.3454,3.813,1.6712,0.5249,1.5867,0.3741,22.8778,0.1629,4.3137,0.2353,2.4012,0.181,0.4163,0.0965,0.9894,0.5551,9.6531,0.1508,19.8,11.22675159,2.5564,14.6429,15.3571,1.2218,2.0113,8.9286,0.2632,0.3383,7.4436,2.6692,0.7895,0.3355,0.0578,4.795,0.856,0.2082,0,0.0463,mid_gni
0.000739983,north america,saint vincent and the grenadines,46.75944547,10.76073258,794,11.9,3170,1031,6670,98,98,99,73.56153846,95.1,95.1,0.093615673,1100,65,16.6,27,1,91,9.441721854,2.777124183,7.755854693,8.89175733,8.655725613,8.117278259,7.779826664,7.749130939,7.018255578,6.282500461,3.660335608,0.093226465,49.54230692,49.45,-0.611476258,0.787434216,24.4653,1.085,4.3274,0.7589,0.715,0.7526,17.529,0.2258,4.2521,0.1254,0.6773,0.2759,1.2919,0.1756,1.7184,0.4516,15.3904,0.2509,23.8,5.7,1.8243,10.2196,17.0777,0.5574,3.5473,6.5878,0.1182,0.5912,7.027,3.6655,0.9291,0.1677,0.028,4.8362,0.5591,0.3522,0,0.028,mid_gni
0,oceania,samoa,73.98679981,9.1059707,2159,7.9,4499,1362,3930,66,59,69,91.5,99,97.5,0.199376495,500,100,15,68,2,28,0.1,0,12.43161224,10.42592751,8.554881176,6.215806121,5.598179176,5.686243025,5.378056078,5.087408104,2.759018636,0.718308449,48.43190428,80.902,0.918324948,-0.124573487,21.6806,4.778,1.5771,0.2227,1.8968,0.6287,13.2418,0.0683,1.4693,0.0683,16.8666,0,0.115,0.3341,0.291,0.0611,8.3345,0.0431,45.5,2.7,0.521,13.4454,9.6134,1.7479,3.8992,7.9832,0.1176,0.1345,4.1849,3.4454,0.3193,0.1866,0.1341,2.793,3.5918,0.5248,0.0058,0.0058,mid_gni
0.000299458,africa,sao tome and principe,84.20624782,5.683621724,3060,2.3,3241,786,13410.2027,96,96,93,34.7,97.1,98.9,0.73794162,140,100,34.6,219,10,90,54.1,47.5,15.3266726,10.48386253,8.696971282,8.241878956,6.151592823,6.247427685,6.472772925,4.156509913,1.520112988,2.124926642,50.21697558,34.908,0.473691448,3.021818552,7.3284,0.6241,2.9864,0.1074,1.4361,1.2013,4.1809,0.0537,0.9731,0.0134,20.7704,0.1342,0.0336,0.1544,0.0738,0.0268,17.1666,0.0738,10.6,7,0.7034,3.6409,18.5974,1.1585,8.854,1.6343,0.0207,0.0621,3.2685,4.6752,0.2689,0.0672,0.0576,1.5178,3.1412,0.0288,0,0.0192,high_gni
0.000281449,asia,saudi arabia,45.8668307,4.175155231,300576,20,627615,79370,23550,98,98,98,100,97,97,0.032568619,3100,100,12.5,7708,72,70,0,0,11.33795694,9.240961083,8.656713412,8.625001113,8.553922073,9.719543326,8.942999732,7.283496426,1.938492733,2.094772383,43.45054015,16.87,0.892776943,2.340473021,15.3954,2.6475,5.2126,0.9019,0.4122,0.4219,6.9243,0.0873,4.4125,0.097,0.6207,0.1794,0.48,0.0291,1.251,0.7128,25.4182,0.1891,35,7.1,0,7.59,23.4585,0.3286,3.2707,3.349,0.0782,0.4069,4.6479,7.2457,0.7668,0,0.1371,6.3967,0.2741,0.4512,0,0.0057,high_gni
0.000124923,africa,senegal,87.60184833,5.50334705,276968,2.2,269203,30615,1000,89,89,80,47.6,78.5,92.9,1.633200285,61,100,41.7,24123,1800,98,13.6,0.6,16.65943129,10.20282464,9.017383466,7.909884343,6.702379934,6.521373918,5.613632612,4.495718706,1.75676081,3.065259815,50.89863208,56.279,2.484150318,3.818287492,6.104,0.7876,5.7374,0.258,0.7129,0.0815,3.2319,0.0068,0.9845,0.1222,3.9041,0.1222,0.1697,0.0543,0.2037,0.387,33.0391,0.1901,7.4,11.3,0.0766,2.7565,30.5896,0.5934,0.4594,1.2634,0.0957,0.1149,3.2351,8.2312,1.1485,0.0247,0.0165,1.0805,2.3095,0.2062,0,0.0165,low_gni
0.001791146,europe,serbia,50.1111308,25.64253905,44998,10.3,241594,168597,5500,95,95,86,96.4,99.2,99.4,0.025962136,3900,100,5.9,547,15,135,0.1,0,4.85663364,5.932896493,6.018103302,6.399536736,6.196373337,6.736221733,6.82201774,6.941519131,7.542843952,-0.454416442,51.19580611,44.447,-0.674653613,-0.277858502,33.0354,4.0698,2.1213,1.5195,0.3396,0.578,18.1385,0.006,8.7594,0.2145,1.1262,0.0775,0.0834,0.0596,1.5016,0.9355,10.1061,0.3635,23.5,5.7,2.5678,13.1419,20.0428,0.2318,2.1041,6.2946,0.214,0.0535,5.2247,2.6748,1.2126,0.4242,0.0545,9.4722,0.5394,0.5697,0.0061,0.0364,mid_gni
1.91E-05,africa,sierra leone,81.92542257,4.8564781,101939,2.2,114859,5439,630,86,86,76,13.3,62.6,84.9,5.93782379,17,100,87.1,19014,3100,84,23.6,8.4,15.36725313,10.84358785,9.226996161,7.969275555,6.768641802,6.789563825,5.55880544,4.473633758,1.800275772,2.154661413,50.51684564,60.058,1.550407365,3.070164499,5.9931,0.1678,3.2063,0.2983,1.2117,0.261,2.0412,0.0373,2.1996,0.0746,4.856,0.466,0.2889,0.4474,0.0746,0.0559,34.0479,0.2703,7.5,25.6,0.1021,2.6128,27.5362,0.8777,0.8573,0.6736,0.0612,0.1225,1.0206,6.5932,0.694,0.0359,0,1.9037,2.3527,0.1437,0,0.009,low_gni
0.002708153,europe,slovenia,48.70509704,26.71992022,10513,7.8,75345,70651,22610,95,95,94,99.1,99.5,99.7,0.014295917,7000,100,2.1,46,2,105,0,0,5.16439084,4.353225958,4.923285553,6.048923082,6.808107429,7.62781657,7.238049752,6.660605468,7.100905535,0.086675197,50.43215902,50.35,0.176075207,-0.003903654,26.6163,10.0008,3.5771,1.1287,0.3693,0.4606,8.5899,0.0622,6.4155,0.112,0.8714,0.0415,0.1784,0.0539,2.411,1.5852,13.8684,0.2697,22.5,2.5,2.2372,13.6108,18.0069,0.3442,2.6596,4.5995,0.1564,0.1408,3.4731,4.6308,1.1108,0.5488,0.6606,9.9853,0.4624,0.8689,0.0051,0.0356,high_gni
0,oceania,solomon islands,75.08272756,5.944084267,7953,16.4,11512,1330,1940,98,98,92,29.8,80.8,93.2,0.458520692,220,25,23.6,395,19,84,53.7,9.5,13.78364454,10.51700851,8.832518763,7.576548728,7.145592269,6.438919692,6.666945152,5.553698985,1.777782419,1.976249726,49.22419982,77.671,1.394693622,4.025939221,13.6649,3.4726,3.0802,0.2943,2.5505,0.569,6.5431,0.0981,0.7553,0.049,16.5686,0.5199,0.1962,2.1778,0.981,0.3139,11.752,0.0785,20.5,8.9,0.2697,4.1693,16.7393,1.3483,1.1201,1.6179,0.0415,0.083,1.7424,2.1987,0.2074,0.1398,0.0839,1.0622,1.9847,0.1677,0,0,low_gni
0.001658481,africa,south africa,52.14352789,7.657932504,504862,7.6,1380412,355820,6050,69,69,76,66.4,93.2,99.6,0.333630208,300,38,33.6,34078,1500,120,3.7,1.5,9.609289662,8.769201048,9.184903126,9.411742615,8.484632481,8.523309252,6.624468506,5.582958241,3.246636804,1.648009331,50.82206581,35.199,0.229105187,2.427260481,19.7743,0.8542,6.4308,1.0982,0.2379,0.0854,14.1489,0,3.1056,0.3295,1.1836,0.0427,0.1037,0.0549,0.2807,0.0915,21.7877,0.1647,27,6.2,2.2875,7.614,25.9977,0.1837,0.5176,5.1428,0.2839,0.0835,5.6938,5.2763,0.6011,0.4676,0.006,2.9615,1.157,0.1679,0,0,mid_gni
0.001926074,europe,spain,50.76394896,28.32774135,179037,7.7,1841932,1740333,28520,97,97,96,99.9,100,100,0.006811344,14700,100,3.5,1299,21,112,0,0,4.421042929,4.332214463,4.683238618,5.216205158,6.459876029,6.772149138,8.12261486,8.250612454,5.660394301,-0.134797808,50.94803207,20.421,-1.225731469,0.147079372,19.5253,2.4641,1.078,1.2521,1.0814,0.375,9.2772,0,5.3601,0.0937,1.0513,0.0971,0.0134,0.0469,0.4955,1.3626,25.6922,0.2611,27.1,2.5,2.4163,13.1824,11.9896,1.2999,1.8351,5.9642,0.1376,0.0153,4.8173,10.3839,1.4834,0.4855,0.0607,7.2732,0.6022,0.6396,0.0047,0.014,high_gni
0.000714442,asia,sri lanka,51.23349504,14.06962728,151615,8,686333,191323,3800,99,99,99,95.1,95.6,98.5,0.063497892,1600,100,8.4,2620,98,84,0.2,1,7.535480068,7.352558453,7.312626435,7.171630178,7.51399111,7.116536851,7.49152411,6.511666725,4.803606568,0.934429494,51.82592719,81.644,0.890343929,1.130749518,10.1348,0.3195,2.7159,1.1682,2.2766,0.5791,2.027,0.01,4.2336,0.0999,27.1892,0.3794,1.4279,0.0899,0.1198,0.4194,6.7,0.2396,5.4,9,0.2105,3.7696,26.9805,1.1864,1.5499,0.6123,0.0574,0.8611,5.377,1.129,0.9759,0.0699,0,3.2083,2.4703,0.6448,0,0,low_gni
8.28E-05,africa,sudan,78.03512278,5.925089096,611175,8.9,785214,99812,1840,93,93,87,73.56153846,89.77070064,95.529375,1.388879862,72,100,47.6,61285,4100,56,9.441721854,2.777124183,14.59733506,10.6107822,9.170149531,7.760697835,6.783927009,6.770984372,5.843257836,4.845756257,1.920359471,2.223139283,49.8022164,66.194,1.947062842,2.765929421,20.1511,1.7092,5.6998,0.2347,0.0587,0.3961,7.0789,0.0073,10.8055,0.2641,3.7265,0.4108,0.1174,0.0587,0.0587,0,19.0214,0.3521,7.4,20.1,0,7.9737,22.8319,0.0411,2.3839,2.4866,0.185,0.0822,6.3296,4.7061,1.3152,0,0.0147,8.2192,1.7823,0.2504,0,0,low_gni
0.002189788,south america,suriname,50.75603607,10.38071122,4723,12.5,16829,4488,9300,89,89,94,79.2,94.8,98.1,0.371636756,270,88.875,19,186,15,0,6.3,0.3,8.584283431,8.64333775,7.736115776,8.281630047,7.515769349,7.800748425,6.35682834,6.802688448,3.542151866,0.874385787,49.89861412,33.957,0.998032404,0.810870496,14.8751,0.7849,3.1593,0.9601,0.772,0.2335,10.639,0.1557,1.6867,0.0324,3.1139,0.0649,0.0584,0.1103,0.8823,0.1557,26.9089,0.2789,26.5,8.5,1.4479,6.2001,20.8094,0.594,2.5617,3.8426,0.0371,0.0371,7.5924,6.8127,1.1138,0.2987,0.0166,3.559,1.7007,0.3484,0,0.0249,mid_gni
0.001562425,europe,sweden,59.30390803,31.76842021,55069,4.7,347982,308662,57810,98,98,98,99.3,100,100,0.007769875,12900,88.875,2.4,271,5,105.4117647,0,0,5.865888731,4.982065806,6.954632998,6.573752368,6.086302829,6.391992988,6.002155496,6.377517598,5.609808591,1.054240081,50.02961319,14.185,0.00237418,1.229181437,28.4111,9.7148,1.9481,1.3741,0.8778,0.3556,8.8481,0.0481,7.5926,0.0074,0.9519,0.0296,0.1111,0.0481,0.2333,0.9704,16.663,0.2296,22.1,2.5,2.2981,16.4907,13.7733,0.9161,1.5839,5.2484,0.0155,0.1242,5.264,6.1801,1.0714,0.3591,0.527,11.7101,0.5363,1.0679,0.0047,0.0933,high_gni
