,covid_confirmed_cases,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)",improved sanitation facilities (% of population with access),improved water source (% of population with access),"improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"mortality rate, infant (per 1,000 live births)",number of infant deaths,number of maternal deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, urban (% of urban population)","population ages 20-24, female (% of female population)","population ages 25-29, female (% of female population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 40-44, female (% of female population)",population growth (annual %),"population, female (% of total)",rural population (% of total population),rural population growth (annual %),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetable oils,fat_vegetables,obesity,undernourished,kcal_alcoholic beverages,kcal_animal products,kcal_cereals - excluding beer,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_offals,kcal_spices,kcal_sugar & sweeteners,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal fats,protein_oilcrops,protein_stimulants,protein_sugar & sweeteners,protein_vegetable oils
improved sanitation facilities (% of population with access),0.12296885944183543,0.48815317960772414,-0.7794067776604386,0.6032729094517775,-0.15322864613642276,0.44431879428001275,0.49627543406997227,0.5071925334541869,0.4466967597536656,0.5922394910229223,1.0,0.7938379944269095,0.5669584402137331,-0.7896357516662228,0.5211243237638383,-0.03788672438093285,-0.8454862826790677,-0.2756566760038887,-0.35130232085644136,0.21103015977567824,-0.7982488262019269,-0.5959339709501327,-0.4996614798680376,-0.14211842307029626,0.18351304404064525,0.2854231908480686,0.5816164262202169,0.7457982443908109,-0.5875678294111545,-0.017935212354790758,-0.5524733273275394,-0.49166440706952197,-0.6864575208650828,0.6205771578988837,0.4703600312746013,-0.5464448062547316,0.5863987401077152,-0.003784892426108212,-0.03862257113411004,0.35281098484401235,0.13790879981934703,0.44575003033324767,-0.2873738036677549,-0.37414577723369324,-0.4427738763712399,-0.11498323802221386,-0.5431922002892027,0.395310049510064,0.2600341600526275,-0.22965476592743153,0.17823394135449164,0.641881173027368,-0.6584142263167466,0.36936366367567997,0.6965244084627055,-0.4528858302977384,0.16708902229025124,0.05957578283582231,0.5564100813994451,-0.00795615691224682,0.029644440581790606,0.5666110207083102,0.26818759185870766,0.4645072643778151,0.06937560732618567,0.390680016305407,-0.43739745555603604,0.35846564556447197,0.056463948178239805,0.395964611070329
improved water source (% of population with access),0.16741068756401992,0.47733421908367873,-0.7100336440947743,0.5618195485411731,-0.05717394388464587,0.37973413574782733,0.44197970908423656,0.4933275569487986,0.40366740720363176,0.5689733713576426,0.7938379944269095,1.0,0.812740442997251,-0.7327380927268172,0.4485927417606462,-0.03662332901716814,-0.8087546070163798,-0.1972438251050652,-0.3088200356031419,0.18611802479675502,-0.6472169592665262,-0.4069312912878009,-0.45331058863820933,-0.14871769424221074,0.1517236604006899,0.22411925691619447,0.5421220848843619,0.6781584615479572,-0.582231046016115,0.015621287329611834,-0.5005959111777568,-0.4579373951134275,-0.662187684451869,0.5024352441359655,0.4407128013795012,-0.5226358085295182,0.4918268518487698,0.009086316843447741,-0.08896509219286987,0.26256118431412984,0.16751295467235672,0.33267213620297437,-0.35036877943986183,-0.24798750765141273,-0.4320727260464346,-0.03406864623777085,-0.42727624510844764,0.36640176189331264,0.2641632022025507,-0.19053443951676488,0.10166923728388942,0.5655133740971487,-0.6665077122916898,0.3643113219735533,0.5898871507193463,-0.4459820889920629,0.1542491616387096,0.12371548507197551,0.46660082784925017,-0.07618182727498046,0.13452293754641176,0.5038224690160827,0.25104432779127694,0.3444004778874876,0.10370797801793621,0.3529771124321129,-0.3102478691387202,0.27063350188017565,0.013815490607560689,0.3745225261470377
"improved water source, urban (% of urban population with access)",0.12788764179887974,0.3595084794208875,-0.4636278986003254,0.44475997492176034,-0.05690991006474998,0.2713073558850162,0.33328236777830855,0.4217022222417722,0.3540575567342908,0.48013676835972635,0.5669584402137331,0.812740442997251,1.0,-0.5358454695579542,0.3620339073078289,-0.046936837171111356,-0.6291642491165371,-0.17394488426911117,-0.26607316645008205,0.1416894215622844,-0.43455177490179225,-0.33461483066819275,-0.3609465781734703,-0.17011163539895796,0.07712936456017451,0.1328127419014299,0.3111206007228463,0.4584787613299908,-0.4090625377232673,0.03692722166790416,-0.29736985950753364,-0.2349748359255562,-0.4917176946471935,0.3270284816174371,0.3191216753436174,-0.2813605969433211,0.34952962437543433,0.03991031790580199,-0.14874411768056067,0.17071713689621545,0.12245828070250485,0.1758408052192888,-0.3995690009613773,-0.12667881867506345,-0.2605021904263004,-0.012756504745350542,-0.3410128778990207,0.25384475795426537,0.252300377834474,-0.17465557332378892,0.09095202465469125,0.378898506368964,-0.5124471473426597,0.28116619644133073,0.3865172984414924,-0.2805265895903612,0.14508121021779385,0.01164218433419287,0.3040150401800128,-0.19999542690761585,0.08585815398932657,0.35331739939802037,0.1731012890375094,0.2889349000051379,0.14432046024994474,0.2807124889910235,-0.16040909122756886,0.15630814443771027,0.016286880826989564,0.2612569243556669
lifetime risk of maternal death (%),-0.1483481263409865,-0.43871044270770904,0.8067997208297151,-0.47502129230091084,0.056231411298788676,-0.44041768471095144,-0.34741099084722493,-0.527287757071266,-0.4426095714399942,-0.5830013584611554,-0.7896357516662228,-0.7327380927268172,-0.5358454695579542,1.0,-0.36867461799131346,0.03586341941524358,0.8567684291414818,0.23275197283870838,0.40223181716728496,-0.1516904853048659,0.5786630780519662,0.39120036017983456,0.35432793092164977,0.0034587511986977253,-0.2859143511092678,-0.32638607303462175,-0.5941903399469267,-0.7108570528992281,0.5880864211120858,-0.021399131226441485,0.4448921449171677,0.4855757263163233,0.6092966772694118,-0.5549999944904015,-0.42538367372851904,0.4328531928700054,-0.5363067701247931,-0.041701170640881614,-0.0030722979019618306,-0.33971761791871147,-0.13806071699620992,-0.3455280071589797,0.2791839842944154,0.29040158592290954,0.33649537828256004,-0.011167564996334367,0.41562386876168456,-0.3231973077419365,-0.2068990378983904,0.27419283191628585,-0.10365385819826312,-0.5796417103734519,0.5823842423843747,-0.31329905778856787,-0.5578133806914998,0.3300182835308231,-0.13384576022249142,-0.1038206963603306,-0.45510925641959843,0.04021207803612568,-0.10273398351213975,-0.5244479244981789,-0.09923896693790443,-0.3316423708371513,-0.028693114927645192,-0.3026398834571579,0.4759094380663959,-0.27053193226193234,-0.07295602486442679,-0.2972392486373858
lifetime risk of maternal death (1 in: rate varies by country),0.06710266621458548,0.26553661475943047,-0.3458710673297725,0.7616295612954965,-0.12358143480666561,-0.01614185076120404,0.6557113608448565,0.32539926478886744,0.23741223115534876,0.29676092781090363,0.5211243237638383,0.4485927417606462,0.3620339073078289,-0.36867461799131346,1.0,-0.1179539867242907,-0.5429136338150529,-0.16805563184040875,-0.1759551287293764,0.24560346205205086,-0.360309471017231,-0.26705614949599155,-0.6798580241447599,-0.4693118679880248,-0.12383517912056508,0.03922127493260545,0.2466742945434388,0.4683007882081583,-0.4391781299543959,0.035164006490399524,-0.4790874857894477,-0.3949517917552065,-0.47875361580125897,0.4420315235558621,0.4825523506114247,-0.42815213165102783,0.25165950841961143,-0.04155768606916663,-0.13266533067467465,0.16183353282398444,-0.03448774682083021,0.3457020253952874,-0.239524049472974,-0.2643210910386882,-0.2971619719793206,-0.14089067456048107,-0.2822792396766234,0.2768397285882214,0.2683442639782186,-0.1397581155042164,-0.023956433787496303,0.36575768573777245,-0.43577306193461324,0.47826943146997764,0.6037370279453835,-0.47990579524296284,0.1455522617977998,-0.06787847038707989,0.42477742471605695,0.0035630470137223793,-0.0777945022892595,0.18791516706908792,0.3137992837111884,0.22983944496094827,0.31878860025183603,0.4765292805651047,-0.23586976053561687,0.3221629665708618,-0.024655963654307687,0.39018432796581637
maternal leave benefits (% of wages paid in covered period),0.03377712730692473,0.024732265564191867,0.05202011501070785,-0.14483731948679296,0.07224623547241713,-0.12180904560675065,-0.20954251994242157,-0.020718928520182662,-0.05273327093074417,-0.0046559913859442895,-0.03788672438093285,-0.03662332901716814,-0.046936837171111356,0.03586341941524358,-0.1179539867242907,1.0,0.05579528156808648,0.018571941371739252,-0.06556685032836765,-0.13327081479334374,-0.055431370360562844,-0.0036090929391244106,0.13080506072076323,0.14031061916035031,-0.0019453159929500293,0.054524124256706344,0.025998050608355423,-0.07129398735775745,0.10287049275025187,-0.06752292428275447,-0.016427872281407005,0.035171342414297264,0.11403059512348572,-0.12086453754544035,-0.14613146968114177,0.16942435232237835,0.08722540615949671,-0.16041300661802757,-0.0638085430172967,-0.08518603055560665,-0.03661438863091908,-0.002981947047124784,0.007026542778996485,-0.18779666930846042,0.037346042452414296,0.03533914963535621,-0.17360206318733473,-0.041149121790779924,-0.03078767356828775,0.2136922343014721,0.05488653286865817,-0.17466037518801295,0.06544409269382481,-0.13077602094860816,-0.16235823911521208,0.2750054136593378,-0.2183563457084022,0.019104188886531103,-0.13355226146284097,-0.055302737779370954,0.003697584120704382,-0.0785531057352639,0.08684835357640143,0.03035126992370131,-0.12238617092320629,-0.21827378361291958,-0.13844927521472733,-0.027717182761777176,0.0054941388695550295,-0.10947560033263379
"mortality rate, infant (per 1,000 live births)",-0.14552169767941514,-0.5209818937413191,0.7692661064976668,-0.6505057321072498,0.11838289258911067,-0.37427161841027223,-0.5004347187023832,-0.5580759546315175,-0.4755513413555679,-0.6378095215552113,-0.8454862826790677,-0.8087546070163798,-0.6291642491165371,0.8567684291414818,-0.5429136338150529,0.05579528156808648,1.0,0.30741028576204815,0.3722866444067345,-0.20850160743097237,0.647796425556892,0.4211912384604595,0.5605158591142861,0.19079708305516072,-0.17349149761410543,-0.2616771616113346,-0.5735261317077176,-0.7714180099174974,0.6146666144926383,-0.037772662123543715,0.5432261014952565,0.5141870635470414,0.6793488976282498,-0.6132117839681902,-0.4982433170736371,0.5385863473360666,-0.5865858303634797,-0.05140164899084007,0.007058786774645031,-0.348099553449326,-0.1236224753496062,-0.39289628155210415,0.31870851086391766,0.3129483892621532,0.35670830790917135,0.06244921512512505,0.42190412026641017,-0.41195486533374354,-0.26024723624486057,0.2838062679562925,-0.05953767287755535,-0.6293440402927493,0.6536225437816913,-0.4318116349131774,-0.6772186857057174,0.4773348093332799,-0.1940592012868928,-0.10353422047873732,-0.542032280640475,0.026029848103096363,-0.05516995889038382,-0.5492672510567341,-0.18422786978092942,-0.3441197851028148,-0.11451310165076352,-0.4052702560230961,0.4268021338661345,-0.32217884631508903,-0.028363585627579666,-0.36297002164726766
number of infant deaths,0.3703310106973881,-0.19044034892616699,0.1760315243849683,-0.19175982800635769,0.8640727979986618,-0.0772464469904687,-0.17146692971038666,-0.20512123955158154,-0.370702707833753,-0.24093893225948193,-0.2756566760038887,-0.1972438251050652,-0.17394488426911117,0.23275197283870838,-0.16805563184040875,0.018571941371739252,0.30741028576204815,1.0,0.8879760016507765,-0.07642608307479878,0.25790941048930566,0.16509383988331267,0.13548680823919665,0.05772738654747975,-0.02488893019179129,-0.06766670236408567,-0.10419738674380685,-0.14790469468339804,0.1631762426549396,-0.08903913611834291,0.21450069710407713,0.13156381303286588,0.22868330409073587,-0.18399712112421607,-0.02831995408161679,0.14590012150627782,-0.1075211163535684,-0.04252286501261462,-0.03382306585809785,-0.22975717571315768,-0.13549223069820635,-0.061698700063650386,0.020403658510249056,0.03060139317211666,0.25259115663713505,0.11815162598391382,0.1423864672038322,-0.18413047519035128,-0.07805922091187943,0.1305352064508089,0.05366576451825164,-0.3098113107423186,0.16166466523667228,-0.17035276408383046,-0.2041091748515092,0.18102530078163248,-0.08503560278532798,-0.09362248814723086,-0.2469021100044875,-0.04854423980201368,0.13558473616846412,-0.20242410520566986,-0.061005074281430226,-0.05725997351293965,-0.059718902717452296,-0.14075749187246148,0.09105524208689823,-0.1565117199426242,0.0646601068735119,-0.07455900328148364
number of maternal deaths,0.22353719122059462,-0.21377805289917126,0.29190061463867745,-0.21525191014202968,0.6725434261406027,-0.15599273048175916,-0.17957225062383153,-0.27544845233182913,-0.37051176141220743,-0.3140315777182258,-0.35130232085644136,-0.3088200356031419,-0.26607316645008205,0.40223181716728496,-0.1759551287293764,-0.06556685032836765,0.3722866444067345,0.8879760016507765,1.0,-0.08926709940662073,0.27516580732977935,0.22473292456000665,0.14051268756374455,0.012633456127665888,-0.08743863166051644,-0.11796980578296107,-0.1936985340939552,-0.24110542639293742,0.22642509738669903,-0.07191210167004537,0.23101754443247516,0.17647714232313877,0.2850645289965477,-0.264702733511335,-0.11742342054995743,0.1864890065966515,-0.17212186904560364,-0.029904777427759675,-0.015139659696511607,-0.24783851355738856,-0.1345430930883236,-0.13673054918099667,0.033490262783219295,0.06157069953609942,0.267836054300485,0.11765821557324259,0.2761269612186378,-0.18116049569066445,-0.10542711345649036,0.17746812670073014,0.07254382213707054,-0.3268083681529448,0.20513302925771879,-0.1404920803668626,-0.2713358622818026,0.1523090429862688,-0.08027193844470368,-0.07278116002917398,-0.2772360368906201,-0.07096295156734633,0.12083656841507244,-0.25509558065987736,-0.0658259564384553,-0.0844358229452838,0.012802109959780808,-0.15529304021269746,0.13372755891154706,-0.175711629324358,0.023018034603727974,-0.13756325783720974
number of weeks of maternity leave,0.011496223838317407,0.3531944899516592,-0.21157107134750971,0.33642758092453506,-0.03827769922102345,-0.07561701993785447,0.03427687744884068,0.13601403471361226,0.09454622353411397,0.17775547319674329,0.21103015977567824,0.18611802479675502,0.1416894215622844,-0.1516904853048659,0.24560346205205086,-0.13327081479334374,-0.20850160743097237,-0.07642608307479878,-0.08926709940662073,1.0,-0.1819653732116526,-0.14504649043088957,-0.35916342426540515,-0.166491922836429,-0.05897566884414046,-0.03507396156520038,0.11869454102895083,0.23307838805311878,-0.3661692801319372,0.20949013022042393,-0.10793984914221419,-0.2797893615346852,-0.28850603757164484,0.2703493052319457,0.2523248222793083,-0.17364440588628466,0.11488335825803676,-0.15717272905512658,-0.08102306288731029,0.06629569742076546,-0.14439144745680088,0.3369354007048807,0.07169310481433505,-0.1456420380671846,-0.18144763766529767,0.0339096128172987,-0.15702267037719464,0.19125733005651613,0.1153749618268212,-0.14916917976992305,0.226129063690881,0.11577305441108474,-0.21169487063204087,0.3246656928843907,0.2437134479182438,-0.10437342806264638,-0.13619860104340356,-0.07523713689648416,0.10938831659010594,0.1588167624637575,0.1242018489203144,0.005719857442700561,-0.01196246038774994,0.32788891752834415,0.23467704224204985,0.21307661761150218,-0.11496311358906587,0.11266100060428805,-0.004073945277895112,0.12610234042992274
people practicing open defecation (% of population),-0.04599534435050595,-0.3916858798955428,0.6091521543094349,-0.43707915384484086,0.1483990071412901,-0.36839331651345736,-0.33086187522935184,-0.3855433785538466,-0.35156299627306403,-0.44049939539261884,-0.7982488262019269,-0.6472169592665262,-0.43455177490179225,0.5786630780519662,-0.360309471017231,-0.055431370360562844,0.647796425556892,0.25790941048930566,0.27516580732977935,-0.1819653732116526,1.0,0.7777421048766797,0.35602548983922944,0.04906333056991958,-0.1619497889372071,-0.22974279867650085,-0.46025458817584475,-0.5646811615815425,0.4538371570277365,0.0037188233065206557,0.4488041502340217,0.393130166141277,0.5287161401594077,-0.49177175345738544,-0.32048760058081927,0.45154925034505927,-0.48065481231107104,0.04763488645675412,-0.07344285122289927,-0.31896518173621696,-0.07907173803269388,-0.3550332684602506,0.14205000537512225,0.38623036086988666,0.35877383547238756,0.1582821472636303,0.3675626684339615,-0.3112283028077508,-0.21455002752032767,0.12426199143410911,-0.1919748147947905,-0.4902254876507882,0.4470455095420077,-0.26980817186208417,-0.5294676837806827,0.380445092095131,-0.08337978009028345,-0.14834994030524784,-0.4532504194543221,-0.057197082096126936,0.024869934438834704,-0.4344909622887316,-0.20612226053009844,-0.37963292154792505,-0.0427149289669145,-0.2652838706218995,0.3558516986169021,-0.27980437068807634,-0.05418136514458396,-0.2907695385346209
"people practicing open defecation, urban (% of urban population)",-0.05344270512706494,-0.28111703502775093,0.4284314154863579,-0.3263768404588868,0.08819669139994851,-0.2742101494715041,-0.22560605730138406,-0.26976200787547,-0.24054812855358854,-0.3044101672013793,-0.5959339709501327,-0.4069312912878009,-0.33461483066819275,0.39120036017983456,-0.26705614949599155,-0.0036090929391244106,0.4211912384604595,0.16509383988331267,0.22473292456000665,-0.14504649043088957,0.7777421048766797,1.0,0.24265481493712862,0.044290304317408734,-0.16791512903235,-0.19099769434983904,-0.2631301678460833,-0.3975100841422004,0.32026801117055015,-0.008318377939745368,0.24105426313117193,0.2383369174725153,0.35385951739577687,-0.41016431453496577,-0.2878795483986242,0.19343995274478495,-0.35913341640913055,0.04487338868485491,0.001833756052726949,-0.25156958587198985,-0.04554513633881874,-0.30265786219625024,0.016036300901486555,0.39121212328576427,0.2072988460970972,0.13590493340129975,0.2944403044502525,-0.2302985671843773,-0.16800027625728495,0.13514025384788372,-0.18748430439754993,-0.30684143616467585,0.27419587573389015,-0.19155362849427185,-0.39254521605439074,0.16366359420246807,0.00999150979456668,0.09429599301923333,-0.3180929982067539,-0.10122528254374265,0.05255915530642777,-0.28797831553035824,-0.10207414994992366,-0.30959546198868926,-0.08034155583720864,-0.20666125552346185,0.2232541694599773,-0.2501009969711599,-0.048169314465898304,-0.20590277774709287
"population ages 20-24, female (% of female population)",-0.16903260468584305,-0.4628095911945976,0.31159815459956536,-0.8851888751873542,0.05720033773946497,0.06679584528736346,-0.52496872845992,-0.24223780199689418,-0.17411148953980965,-0.2754137516114185,-0.4996614798680376,-0.45331058863820933,-0.3609465781734703,0.35432793092164977,-0.6798580241447599,0.13080506072076323,0.5605158591142861,0.13548680823919665,0.14051268756374455,-0.35916342426540515,0.35602548983922944,0.24265481493712862,1.0,0.7361935554398535,0.3726489690200044,0.218310582786848,-0.20024262499968723,-0.61046020462026,0.6626954644703652,-0.3360171126162961,0.40605037422280715,0.5304357343191972,0.657498229911375,-0.4741333490323369,-0.5189925885155662,0.5243997178765675,-0.34144502164136725,0.0786426577474594,0.12286713598231304,-0.19181682244819312,0.1607426060520749,-0.3390372143494701,0.24891775016777504,0.20419530079600698,0.3156166154508375,0.18390366772162434,0.2452217021943546,-0.33747178916887394,-0.14348530867511322,0.16299642941885115,0.03866812053586879,-0.3872856531813505,0.48739576609362956,-0.6279061838336245,-0.5998559421502634,0.5094942129594406,-0.08910976103922376,0.11005074495897638,-0.43587603717158013,-0.0259652957893157,0.08422339690107909,-0.22068305976161803,-0.2638442352985689,-0.2153493158158625,-0.4280735480175304,-0.4821017034159742,0.191663666389098,-0.26693151105574975,-0.032340248532897346,-0.379350281298008
"population ages 25-29, female (% of female population)",-0.08822639601228655,-0.19459695122301637,-0.15317013027638463,-0.6920948178817307,0.08478435970536405,0.2546396168843628,-0.3358634061658635,-0.00856364024796141,-0.011307337889329222,0.0015653756945240098,-0.14211842307029626,-0.14871769424221074,-0.17011163539895796,0.0034587511986977253,-0.4693118679880248,0.14031061916035031,0.19079708305516072,0.05772738654747975,0.012633456127665888,-0.166491922836429,0.04906333056991958,0.044290304317408734,0.7361935554398535,1.0,0.7944698121849589,0.672571905567843,0.28035337762657525,-0.23199451064236148,0.41079422602473786,-0.46482410202147767,0.13488102531534796,0.31369328328998464,0.3811403969806672,-0.22724569633939903,-0.3063446115920265,0.270220863951256,-0.0026699738338608475,0.02577185794200796,0.1258727650844305,-0.09319854600611731,0.18320997656845556,-0.13696336499482512,0.23234238748662656,-0.02099252036840074,0.16599468863632785,0.15870211971889087,0.0597446708093733,-0.1523204124580294,0.11896661372412938,0.11321447173268577,0.11705640128141677,-0.10373035575920703,0.1988173994004322,-0.4551687088468298,-0.34211962488606174,0.3443917330218226,-0.10677623754479644,0.1468408356891998,-0.2531575388305617,0.08261949617575556,0.13221256532468292,-0.053873830483766934,-0.15928642296564274,-0.005325690904044361,-0.4019800027535267,-0.3075945279071446,-0.06489696012585583,-0.21044985910863856,-0.022946638054827204,-0.26280233457654134
"population ages 30-34, female (% of female population)",0.018729797300104857,0.03154710238872772,-0.49267823470393185,-0.38622328417771934,0.030410446667062635,0.39787335846820593,-0.059981210444269066,0.19421551679290386,0.17025308585412094,0.20585945616722318,0.18351304404064525,0.1517236604006899,0.07712936456017451,-0.2859143511092678,-0.12383517912056508,-0.0019453159929500293,-0.17349149761410543,-0.02488893019179129,-0.08743863166051644,-0.05897566884414046,-0.1619497889372071,-0.16791512903235,0.3726489690200044,0.7944698121849589,1.0,0.8851746125524613,0.6304507376361682,0.18012884542913585,0.11942312446207871,-0.48964133348605327,-0.08575802452163638,0.07962793976305282,0.06576636645489496,-0.030144833233322548,-0.11472793347312525,0.01886830052955903,0.19318928492963514,0.12235009854301811,0.06453355121089316,-0.004866665604905146,0.20317950314596028,-0.028833852130763834,0.029706050912887118,-0.14031332717620063,0.03756086634244847,0.18649397886360222,-0.10009316639124943,0.01171500534971691,0.29839697348292177,0.06374576495187853,0.11064101057992438,0.1503548394587954,-0.08882576322451877,-0.24753624502437435,-0.10062659904834592,0.16318060251418504,0.01938979196766383,0.10005284883459878,-0.06785678434124714,-0.017798479284898805,0.2020136666662088,0.1561138360319727,-0.02374857114897363,0.0920777420816908,-0.2681885285374616,-0.1268207030533038,-0.19099796536824876,-0.0657956024465796,0.042500043353831764,-0.11636894192656189
"population ages 30-34, male (% of male population)",0.019924921045396,0.11799773540222283,-0.5572094374961993,-0.21062742449955119,-0.01784968996837765,0.39221344532685787,0.0414349067298512,0.20920878237556442,0.16735252843172224,0.23006991171158778,0.2854231908480686,0.22411925691619447,0.1328127419014299,-0.32638607303462175,0.03922127493260545,0.054524124256706344,-0.2616771616113346,-0.06766670236408567,-0.11796980578296107,-0.03507396156520038,-0.22974279867650085,-0.19099769434983904,0.218310582786848,0.672571905567843,0.8851746125524613,1.0,0.6631601102496878,0.23835922732415543,0.0677268439536269,-0.6199966392003594,-0.21411963618987637,0.02111685666046573,-0.021016329437257675,0.10964779050517084,-0.01962031387256699,-0.06756927816696069,0.27499431382844386,0.04700431573515367,0.0026048802557014712,0.07723021855439202,0.1464999463680254,0.10735549165621028,0.02938761084996534,-0.20999654930624154,-0.04041196857810212,0.1529890088660817,-0.1809470502957405,0.13760527921119495,0.25076189072592664,-0.0010126052976963287,0.1472407084323543,0.24059775135716283,-0.16718525971630452,-0.11320216060450174,0.05331764962491895,0.05018882246707148,-0.0007684147452161068,0.1332296203806089,0.0445604933777517,0.015167094595472823,0.1934641265841319,0.16881595725020124,0.0012370997520953482,0.16893743926914656,-0.1703507625321434,-0.030602477863761447,-0.24681779823459807,-0.015324152541952386,0.02596089790887798,-0.05907455419389078
"population ages 35-39, female (% of female population)",0.0914569580558488,0.3462426020750625,-0.7680444159442428,0.14247861055002012,0.011434203326997464,0.536042327613706,0.207750519623211,0.39903589657028243,0.34516493594541614,0.45426107854658826,0.5816164262202169,0.5421220848843619,0.3111206007228463,-0.5941903399469267,0.2466742945434388,0.025998050608355423,-0.5735261317077176,-0.10419738674380685,-0.1936985340939552,0.11869454102895083,-0.46025458817584475,-0.2631301678460833,-0.20024262499968723,0.28035337762657525,0.6304507376361682,0.6631601102496878,1.0,0.6831557543951658,-0.3384763906863001,-0.36599743859820805,-0.4399059052684749,-0.34136000831640806,-0.382500222172868,0.2837646154590736,0.20623526396437003,-0.39984066464374207,0.4485378794229268,-0.0037042804859769925,-0.07035979769226085,0.1355286793763594,0.1067980661997853,0.21425178557626484,-0.14128395771968172,-0.2610610490545475,-0.21692576552647058,0.10947158289539832,-0.3267546593523187,0.27364674406467576,0.3209032723470092,-0.007813676288399645,0.12620334772290562,0.4568639359119103,-0.47834138935043613,0.045703851147337826,0.31641775423750573,-0.18245685041377382,0.06120123476056689,0.08217633001099112,0.2601753079596834,-0.0007878242565698436,0.22134466308112313,0.36321470479893225,0.20009237825149415,0.29519802195184736,-0.1189350618062553,0.1541651408625151,-0.4092417381636533,0.1221032558142973,0.11449065409510399,0.14797383001880698
"population ages 40-44, female (% of female population)",0.1421601217394447,0.4323516840235075,-0.8339579269850247,0.5696626300657798,0.032649786533046884,0.4089580439776044,0.43967867951706785,0.4714360820252883,0.38736508816006743,0.5394851859587322,0.7457982443908109,0.6781584615479572,0.4584787613299908,-0.7108570528992281,0.4683007882081583,-0.07129398735775745,-0.7714180099174974,-0.14790469468339804,-0.24110542639293742,0.23307838805311878,-0.5646811615815425,-0.3975100841422004,-0.61046020462026,-0.23199451064236148,0.18012884542913585,0.23835922732415543,0.6831557543951658,1.0,-0.6746909167600499,-0.0015274170251484,-0.5050864801273993,-0.5719246819790129,-0.6932364768316415,0.5636688938558047,0.4080132076278214,-0.5827817403721506,0.5783165660432676,0.04999219185793505,-0.12186871559190665,0.3877767929041115,0.14835786328149228,0.30219638753019534,-0.20312456201982518,-0.33937053138777906,-0.35828202252009733,-0.010182507053980517,-0.4110954493551786,0.36276504231104795,0.2636276531247163,-0.17658488608251208,0.21078554292083407,0.4920144719585746,-0.6007510782111858,0.3980631334378669,0.6132109731257593,-0.3982808359351272,0.20482647736012277,-0.029333683098090188,0.5440041523307831,0.08102180204523435,0.11665921388381607,0.421755771597398,0.21048075898341972,0.43140955568220407,0.08488009086487837,0.29820894474784465,-0.3805864477163953,0.2191230640789832,0.1104830798230282,0.2890729631765025
population growth (annual %),-0.1341071472802569,-0.5393549872137703,0.6222210307945394,-0.7027933606346273,0.0450340586327423,-0.12868855820623787,-0.22221484245153567,-0.3468302700441945,-0.2608970237797393,-0.408533083060545,-0.5875678294111545,-0.582231046016115,-0.4090625377232673,0.5880864211120858,-0.4391781299543959,0.10287049275025187,0.6146666144926383,0.1631762426549396,0.22642509738669903,-0.3661692801319372,0.4538371570277365,0.32026801117055015,0.6626954644703652,0.41079422602473786,0.11942312446207871,0.0677268439536269,-0.3384763906863001,-0.6746909167600499,1.0,-0.36293934789490745,0.2665544455544269,0.7357883814395334,0.8929693002104061,-0.5602530669361381,-0.46592213733247323,0.48492325936590674,-0.41110027558703255,0.0008206415147766251,0.07333846545946107,-0.3322355784677661,-0.03733764147148451,-0.3636577742816878,0.2028149756145389,0.27083429701311024,0.31543315321336635,0.014592184997419726,0.3114390548835486,-0.3215614611895978,-0.09737137898299164,0.2499044074088072,-0.08946439071567923,-0.3967238041302514,0.49689806597905406,-0.4980769685163228,-0.5705689517282049,0.38878467456695714,-0.11970933316833221,0.08949722003784263,-0.4439106541794694,-0.0583189398573938,-0.08788162538232623,-0.3793201601814623,-0.08581557036657059,-0.27931847141966637,-0.20885369851348448,-0.3900221366045468,0.36877807431950616,-0.20302210441069965,-0.09176541559257989,-0.32455344278526377
