,covid_confirmed_cases,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)",improved sanitation facilities (% of population with access),improved water source (% of population with access),"improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"mortality rate, infant (per 1,000 live births)",number of infant deaths,number of maternal deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, urban (% of urban population)","population ages 20-24, female (% of female population)","population ages 25-29, female (% of female population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 40-44, female (% of female population)",population growth (annual %),"population, female (% of total)",rural population (% of total population),rural population growth (annual %),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetable oils,fat_vegetables,obesity,undernourished,kcal_alcoholic beverages,kcal_animal products,kcal_cereals - excluding beer,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_offals,kcal_spices,kcal_sugar & sweeteners,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal fats,protein_oilcrops,protein_stimulants,protein_sugar & sweeteners,protein_vegetable oils
"population, female (% of total)",0.02526040267509732,0.208897368557193,0.13214579337718235,0.3386984568491862,-0.08239543877475136,-0.36456797959582443,-0.11811324232531265,-0.011124328558617988,-0.03725185793578687,0.031218057771008802,-0.017935212354790758,0.015621287329611834,0.03692722166790416,-0.021399131226441485,0.035164006490399524,-0.06752292428275447,-0.037772662123543715,-0.08903913611834291,-0.07191210167004537,0.20949013022042393,0.0037188233065206557,-0.008318377939745368,-0.3360171126162961,-0.46482410202147767,-0.48964133348605327,-0.6199966392003594,-0.36599743859820805,-0.0015274170251484,-0.36293934789490745,1.0,0.097865409919151,-0.1818410297170135,-0.2774479585330082,0.11945522898067895,0.16223572519546703,-0.05383261393005715,0.027857639045894368,-0.007526719963793962,0.011629550562881107,0.06427302368225997,-0.09115656039846722,0.04038453544547048,-0.06673543332623315,-0.036799708804468735,-0.13504482436104553,-0.19894476782619946,0.02738083358492934,0.03956624402781419,-0.20956593589620057,-0.04788924440553967,-0.0686671500713682,-0.05639000489357917,-0.0007796119975000548,0.3265274694024062,0.12128014116226629,-0.10605813343638532,-0.0035800975716198946,-0.19333322350420554,0.08338912185731644,0.03386707111764816,-0.2075138084873964,0.05279358067490682,0.02650042538820654,-0.0077348074512677304,0.22996162221862373,0.1515969209926355,-0.018817815431485894,0.03523068970580958,0.04059542965951846,0.15553456202790145
rural population (% of total population),-0.17100389297434748,-0.33412821650727215,0.4671225603346245,-0.5035203399545489,0.12365410327505949,-0.15368224412707032,-0.5696111920900834,-0.28996286815510386,-0.2594766497321363,-0.3304325534879876,-0.5524733273275394,-0.5005959111777568,-0.29736985950753364,0.4448921449171677,-0.4790874857894477,-0.016427872281407005,0.5432261014952565,0.21450069710407713,0.23101754443247516,-0.10793984914221419,0.4488041502340217,0.24105426313117193,0.40605037422280715,0.13488102531534796,-0.08575802452163638,-0.21411963618987637,-0.4399059052684749,-0.5050864801273993,0.2665544455544269,0.097865409919151,1.0,0.5101812664833205,0.3700242705093762,-0.36004414061040424,-0.3243495275787824,0.4966144512194266,-0.45826306044681064,0.12868094594311366,0.10454235104730518,-0.1623074141132191,0.007673836267123772,-0.2804414767414147,0.14466371774799164,0.388366161881511,0.39588192577495934,0.2703878661665983,0.3210193227563743,-0.24854793535234931,-0.24352876572752064,-0.09376410701229765,0.024242005725438477,-0.5912114209787204,0.45748572597577636,-0.3354527150310219,-0.5017018046857371,0.4526871134900986,-0.001852670130434033,-0.0952745244405444,-0.40444264729291246,-0.06938810155837224,0.17907295671199547,-0.43225920453423705,-0.44130267064950873,-0.17709634748189493,-0.14020799674201861,-0.27156296034052135,0.32794540674370304,-0.33929747394717824,-0.054970405261074974,-0.3224905785493402
rural population growth (annual %),-0.12668736232880498,-0.34816300002065437,0.4969102175883849,-0.6243716182414564,-0.005258571007131206,-0.028183816001448193,-0.28608856532491833,-0.32626893319639133,-0.2405927549460166,-0.35889373894115073,-0.49166440706952197,-0.4579373951134275,-0.2349748359255562,0.4855757263163233,-0.3949517917552065,0.035171342414297264,0.5141870635470414,0.13156381303286588,0.17647714232313877,-0.2797893615346852,0.393130166141277,0.2383369174725153,0.5304357343191972,0.31369328328998464,0.07962793976305282,0.02111685666046573,-0.34136000831640806,-0.5719246819790129,0.7357883814395334,-0.1818410297170135,0.5101812664833205,1.0,0.551438873789778,-0.428029190987826,-0.29865013941130286,0.43696288580264114,-0.5054579146081899,-0.07411234710778118,0.0040583630578447235,-0.24207057003223453,0.019497799093033077,-0.290416593115126,0.13478335682487255,0.27624826520635726,0.2680432006404419,0.02893848064440322,0.2453697266313647,-0.21655659074122213,-0.13973844952887132,0.1183427458568509,-0.030157441760493477,-0.299322107066314,0.43922759273062073,-0.42366833397406767,-0.4848081911853412,0.3704964439856228,-0.17306762317514557,-0.023700411849468864,-0.36794134328481415,-0.0948413159037909,-0.07723537662309914,-0.3019073278022324,-0.161904767264704,-0.18921798928028635,-0.16307236907482603,-0.21211766197868612,0.27075011072121435,-0.2762560597083559,-0.09227197160960011,-0.252182487576006
urban population growth (annual %),-0.131129544788638,-0.5838910660812936,0.6595973963097054,-0.695356632611515,0.1378629106209301,-0.26561577915851664,-0.32824544927051286,-0.34670132513235824,-0.2803838360183237,-0.43312297278513195,-0.6864575208650828,-0.662187684451869,-0.4917176946471935,0.6092966772694118,-0.47875361580125897,0.11403059512348572,0.6793488976282498,0.22868330409073587,0.2850645289965477,-0.28850603757164484,0.5287161401594077,0.35385951739577687,0.657498229911375,0.3811403969806672,0.06576636645489496,-0.021016329437257675,-0.382500222172868,-0.6932364768316415,0.8929693002104061,-0.2774479585330082,0.3700242705093762,0.551438873789778,1.0,-0.5840771320783682,-0.5056434621249781,0.5692176997923541,-0.38264334907119824,0.06477278939965629,0.17860550674816475,-0.3461043574630328,-0.07073651141863872,-0.38828217057253583,0.23975207214015196,0.26702111178315713,0.45655581934675393,0.12910378560394703,0.42092182547793194,-0.37728483234885457,-0.0999473748647981,0.21169777104436785,-0.0545810184009253,-0.5670408776168446,0.5500446611330854,-0.4827177857823927,-0.6421872005844319,0.4670097852892345,-0.1033233866755325,0.08449245767000571,-0.5250187085606958,-0.04938580498209466,0.001507676583866073,-0.511008383762657,-0.202618959129201,-0.3007313893852432,-0.15586617450417234,-0.4247406265877028,0.37592014770508164,-0.2115673446387671,-0.061956537009720196,-0.39385058605115053
fat_animal products,0.061858851666745616,0.44401746471687953,-0.5805057158488086,0.5955605907131596,-0.07923984317189198,0.16239565699995123,0.4183762839769464,0.3232721756025281,0.2866772260641447,0.3945238113365803,0.6205771578988837,0.5024352441359655,0.3270284816174371,-0.5549999944904015,0.4420315235558621,-0.12086453754544035,-0.6132117839681902,-0.18399712112421607,-0.264702733511335,0.2703493052319457,-0.49177175345738544,-0.41016431453496577,-0.4741333490323369,-0.22724569633939903,-0.030144833233322548,0.10964779050517084,0.2837646154590736,0.5636688938558047,-0.5602530669361381,0.11945522898067895,-0.36004414061040424,-0.428029190987826,-0.5840771320783682,1.0,0.7020468522953411,-0.46791535263535816,0.4483142948005037,-0.007890206970653636,-0.10670796621443518,0.7399937512645882,0.16782936321329972,0.6112455896476178,0.05709534674164951,-0.40915845652600175,-0.40538366685130045,-0.1730885376543241,-0.3874311845883473,0.4534756314237179,0.13358344392082974,-0.6739981428330648,0.03787214346381502,0.41529186588720285,-0.46836152951741394,0.5530641476925492,0.8883661300327511,-0.4757999837497829,0.13836098472650343,-0.016618039547399877,0.7854143848951501,0.3167473727577926,-0.0784217164132127,0.4091723100809227,-0.21133684965103489,0.2724126211333749,0.21092961236600127,0.48911051615117385,-0.4479798232696554,0.3375883640407855,0.057167910635257044,0.35565115299192496
fat_animal fats,0.10364253072546853,0.3997652122545823,-0.3903465438466231,0.6045772094370873,-0.010968500665009267,0.04745206579482681,0.4484380811837802,0.22262135352107285,0.14043080905001018,0.2821282583874829,0.4703600312746013,0.4407128013795012,0.3191216753436174,-0.42538367372851904,0.4825523506114247,-0.14613146968114177,-0.4982433170736371,-0.02831995408161679,-0.11742342054995743,0.2523248222793083,-0.32048760058081927,-0.2878795483986242,-0.5189925885155662,-0.3063446115920265,-0.11472793347312525,-0.01962031387256699,0.20623526396437003,0.4080132076278214,-0.46592213733247323,0.16223572519546703,-0.3243495275787824,-0.29865013941130286,-0.5056434621249781,0.7020468522953411,1.0,-0.40309860958458754,0.27426895486898223,-0.1052388845885706,-0.1623284760549165,0.23436778267782518,-0.038197548970817355,0.38319766168663244,-0.17200579180873382,-0.32890213929149187,-0.3024566889216149,-0.1893791251213363,-0.3077189457662991,0.27218873233186675,0.17312129175502722,-0.39100020046407236,-0.07546837297238394,0.3919053582873053,-0.39274191735020075,0.4991773112616316,0.6738731169206699,-0.40362966765396546,0.016366767408936216,-0.13571734928935317,0.4159855135682119,0.06172844701308335,-0.09177768203895553,0.34576901480609556,0.009208856842286083,0.1333028919622686,0.2855420275794988,0.7533189701270352,-0.3419243256717918,0.2648131162060094,-0.02704020086303594,0.5276022252480371
fat_cereals - excluding beer,-0.16985980744740864,-0.38455566021031773,0.5237976601355201,-0.5242511855670572,0.07113738676568922,-0.24143766983644915,-0.4187915342194204,-0.26694384809986316,-0.2327237377695301,-0.291330532358174,-0.5464448062547316,-0.5226358085295182,-0.2813605969433211,0.4328531928700054,-0.42815213165102783,0.16942435232237835,0.5385863473360666,0.14590012150627782,0.1864890065966515,-0.17364440588628466,0.45154925034505927,0.19343995274478495,0.5243997178765675,0.270220863951256,0.01886830052955903,-0.06756927816696069,-0.39984066464374207,-0.5827817403721506,0.48492325936590674,-0.05383261393005715,0.4966144512194266,0.43696288580264114,0.5692176997923541,-0.46791535263535816,-0.40309860958458754,1.0,-0.29156645184619584,-0.05687663202332835,0.01108990382763192,-0.2835235451146784,-0.05599661909672308,-0.27882589965286053,0.27139792663881324,0.10725488023903927,0.4150807822691331,0.1119022049233396,0.20319328163511505,-0.2723660955237227,-0.21078105736429553,0.020701043511637405,0.04061880710880536,-0.48788682625535434,0.4782981213287237,-0.3754297834463539,-0.6197414565851903,0.7274836555161728,-0.24687225020077033,-0.21023917291701832,-0.5283943840866955,-0.04128368589490543,-0.03867485832128741,-0.38739422514166993,-0.40468760088397543,-0.21734561383940634,-0.17330961361582303,-0.34429940674590903,0.24395763275287743,-0.2317620492366862,-0.10708754003700985,-0.3927256787408041
fat_eggs,0.11516639357381717,0.36603288136120515,-0.5764197448925277,0.4058427147678717,0.058025375793540564,0.2352627723325419,0.24753127387740576,0.2547889016835319,0.19078805117124664,0.3983456891403628,0.5863987401077152,0.4918268518487698,0.34952962437543433,-0.5363067701247931,0.25165950841961143,0.08722540615949671,-0.5865858303634797,-0.1075211163535684,-0.17212186904560364,0.11488335825803676,-0.48065481231107104,-0.35913341640913055,-0.34144502164136725,-0.0026699738338608475,0.19318928492963514,0.27499431382844386,0.4485378794229268,0.5783165660432676,-0.41110027558703255,0.027857639045894368,-0.45826306044681064,-0.5054579146081899,-0.38264334907119824,0.4483142948005037,0.27426895486898223,-0.29156645184619584,1.0,0.19221887521170808,-0.06823244345144697,0.22441828368119152,0.06391217973475033,0.2576226864076728,-0.14236105713847996,-0.3433552881714513,-0.3042490443387789,-0.021005811265606928,-0.3425721439063397,0.2373040845227273,0.2742518282489561,-0.1723564713351931,0.17523814000917495,0.27949439414496763,-0.40939129345601594,0.25181525223762313,0.3946808103583452,-0.14470216883432366,0.22458978962351575,-0.060827720553242204,0.268230854817544,0.010217280924608859,0.0837011377972173,0.3817909564476018,0.014751626843377288,0.29185614757882444,0.02142375552611044,0.14015607530306257,-0.31327351749724747,0.198608642268557,0.13180214849097366,0.13365760729335416
"fat_fish, seafood",-0.09245056808343069,-0.17309386988330255,-0.03621958660274548,-0.04146525115315011,-0.022071307316328857,0.08834181607734258,-0.0026114568282792,0.08421655001077949,0.09979219548050779,0.0627225312167486,-0.003784892426108212,0.009086316843447741,0.03991031790580199,-0.041701170640881614,-0.04155768606916663,-0.16041300661802757,-0.05140164899084007,-0.04252286501261462,-0.029904777427759675,-0.15717272905512658,0.04763488645675412,0.04487338868485491,0.0786426577474594,0.02577185794200796,0.12235009854301811,0.04700431573515367,-0.0037042804859769925,0.04999219185793505,0.0008206415147766251,-0.007526719963793962,0.12868094594311366,-0.07411234710778118,0.06477278939965629,-0.007890206970653636,-0.1052388845885706,-0.05687663202332835,0.19221887521170808,1.0,0.017317936962864974,0.021460342900530376,0.427289938979589,-0.2662059890421785,-0.0887136321648304,0.34518633348077393,-0.10757080893241565,0.2145773807833701,0.16429302543899366,0.023567861227866898,0.1591123128871175,-0.25099795980204265,-0.004491886985342691,-0.16720891078367067,-0.07797560488486065,-0.056986175513941514,-0.03379179909919972,-0.020008877179678836,0.8990492259582719,0.07975404863087762,-0.05066769798981667,-0.11663050316940822,0.2311186202203009,-0.016642447378628456,-0.30105082239108366,-0.08814601772901395,-0.021200541558545356,-0.04101898536852902,0.253939673584029,-0.05809886111550987,0.04924642471443295,-0.13597979563416465
fat_fruits - excluding wine,-0.04971953086480729,-0.0648946794071628,0.07447580208137713,-0.14147668818366763,-0.034743003476833886,-0.009445911271096686,-0.1068814803955767,0.033121902118247615,0.03643113639651228,0.07004608845478355,-0.03862257113411004,-0.08896509219286987,-0.14874411768056067,-0.0030722979019618306,-0.13266533067467465,-0.0638085430172967,0.007058786774645031,-0.03382306585809785,-0.015139659696511607,-0.08102306288731029,-0.07344285122289927,0.001833756052726949,0.12286713598231304,0.1258727650844305,0.06453355121089316,0.0026048802557014712,-0.07035979769226085,-0.12186871559190665,0.07333846545946107,0.011629550562881107,0.10454235104730518,0.0040583630578447235,0.17860550674816475,-0.10670796621443518,-0.1623284760549165,0.01108990382763192,-0.06823244345144697,0.017317936962864974,1.0,-0.031231061589535807,-0.016867071046801352,-0.05102603379728276,0.0713824069540359,0.0482179486694163,0.49004005760004266,0.010030751239142979,0.4363425558702936,-0.07942296533855983,-0.0963435103954889,-0.07026290774626107,0.026967280185861288,-0.0818677777019663,0.18489718029014943,-0.06388301565970461,-0.15238047320852366,-0.16543975816702342,-0.024248640986236313,0.6189339598277942,-0.11426888786662279,-0.05431336403879422,0.007760536976878868,-0.08470081368690158,-0.17358584924220366,-0.07129995899842943,0.005587308300482982,-0.1266209967512812,-0.001626656318406877,-0.07086677574828981,0.022845682676777786,-0.10080923228836883
fat_meat,-0.017734281851961787,0.20943126238677667,-0.38550294492011516,0.25275257210014973,-0.0828747383465442,0.17320221564418548,0.18316553047673492,0.17212554375668906,0.15967558557866118,0.23195466329777656,0.35281098484401235,0.26256118431412984,0.17071713689621545,-0.33971761791871147,0.16183353282398444,-0.08518603055560665,-0.348099553449326,-0.22975717571315768,-0.24783851355738856,0.06629569742076546,-0.31896518173621696,-0.25156958587198985,-0.19181682244819312,-0.09319854600611731,-0.004866665604905146,0.07723021855439202,0.1355286793763594,0.3877767929041115,-0.3322355784677661,0.06427302368225997,-0.1623074141132191,-0.24207057003223453,-0.3461043574630328,0.7399937512645882,0.23436778267782518,-0.2835235451146784,0.22441828368119152,0.021460342900530376,-0.031231061589535807,1.0,0.2050532267536818,0.09658456497865112,0.23076223518556957,-0.21675822262258856,-0.30157416917542185,-0.15009373637256385,-0.16834222816611968,0.2512045348371708,-0.06493445405013405,-0.5702367716847871,-0.003593724293747572,0.21849239857028527,-0.21540746149195808,0.37476716577485725,0.5848960770671644,-0.3302142489721718,0.15682776984004887,0.052910483117677744,0.8485899170344615,0.4025749305278029,-0.11185893652522899,0.2464727994431025,-0.2771174989147776,0.10283618638886106,0.11962906237654541,0.17137181675088609,-0.20236161790224888,0.22173157255322593,0.10180987088680617,0.04092240347817638
fat_miscellaneous,-0.17814693243419794,-0.015813222292037427,-0.2039138312842443,-0.08075558652052119,-0.11538809858973785,0.3283477566372857,0.08633791376871154,0.14656036797080446,0.14574010239453394,0.14318683427730902,0.13790879981934703,0.16751295467235672,0.12245828070250485,-0.13806071699620992,-0.03448774682083021,-0.03661438863091908,-0.1236224753496062,-0.13549223069820635,-0.1345430930883236,-0.14439144745680088,-0.07907173803269388,-0.04554513633881874,0.1607426060520749,0.18320997656845556,0.20317950314596028,0.1464999463680254,0.1067980661997853,0.14835786328149228,-0.03733764147148451,-0.09115656039846722,0.007673836267123772,0.019497799093033077,-0.07073651141863872,0.16782936321329972,-0.038197548970817355,-0.05599661909672308,0.06391217973475033,0.427289938979589,-0.016867071046801352,0.2050532267536818,1.0,0.023735030555176763,-0.08527940055474909,-0.030462516499184116,-0.12172952285142172,0.11700767440521356,-0.09670605563639692,0.3271460618385658,0.07370848274124624,-0.1958573990251561,-0.05755255674376086,0.06639352426336058,-0.07500501398253198,0.04494229794500085,0.17882900894991346,-0.13802788408307456,0.44733398314713924,0.07929101421708104,0.22255171741586563,0.0008281944266090586,0.13694220247532152,0.16234771363365266,-0.10825235147805887,-0.03616953715300775,-0.09799914840768438,0.0047288483138032125,-0.06690582109860048,0.05613675245122189,-0.09781277309339668,0.08696079194624329
fat_milk - excluding butter,0.08397136066195164,0.37483444116289133,-0.3665791602066036,0.4418768529519031,-0.0725783816588321,0.03663243060045721,0.2812201061824263,0.2578221663169396,0.2747098849865926,0.26605159291701164,0.44575003033324767,0.33267213620297437,0.1758408052192888,-0.3455280071589797,0.3457020253952874,-0.002981947047124784,-0.39289628155210415,-0.061698700063650386,-0.13673054918099667,0.3369354007048807,-0.3550332684602506,-0.30265786219625024,-0.3390372143494701,-0.13696336499482512,-0.028833852130763834,0.10735549165621028,0.21425178557626484,0.30219638753019534,-0.3636577742816878,0.04038453544547048,-0.2804414767414147,-0.290416593115126,-0.38828217057253583,0.6112455896476178,0.38319766168663244,-0.27882589965286053,0.2576226864076728,-0.2662059890421785,-0.05102603379728276,0.09658456497865112,0.023735030555176763,1.0,-0.0015378099319111169,-0.3977503341034715,-0.17526302266239058,-0.07800645763674972,-0.3876307052189591,0.42972498934105563,0.15353056929825643,-0.3385313113542036,0.13461487080965273,0.32030764175239423,-0.3577238841957405,0.29777155738830074,0.608912675696883,-0.26803734357023823,-0.196120277114963,0.004948263082446746,0.2615303141007279,0.14141759055239672,-0.020968432917550905,0.24773184581026095,-0.0366957786168328,0.3540915764729748,0.06795214678714306,0.2035042156477021,-0.48298263540725117,0.22922485428562375,-0.01784844228113195,0.3147888553623551
fat_offals,-0.17132808291366738,-0.12749559239011998,0.16897948873115104,-0.2670453097068376,0.08077885490280999,-0.14277368226145587,-0.242900889959608,-0.2005288762249581,-0.20338755929143748,-0.19818592286909242,-0.2873738036677549,-0.35036877943986183,-0.3995690009613773,0.2791839842944154,-0.239524049472974,0.007026542778996485,0.31870851086391766,0.020403658510249056,0.033490262783219295,0.07169310481433505,0.14205000537512225,0.016036300901486555,0.24891775016777504,0.23234238748662656,0.029706050912887118,0.02938761084996534,-0.14128395771968172,-0.20312456201982518,0.2028149756145389,-0.06673543332623315,0.14466371774799164,0.13478335682487255,0.23975207214015196,0.05709534674164951,-0.17200579180873382,0.27139792663881324,-0.14236105713847996,-0.0887136321648304,0.0713824069540359,0.23076223518556957,-0.08527940055474909,-0.0015378099319111169,1.0,0.0027225331838021754,0.06173069988027935,-0.07785769046844597,0.14926375933516103,-0.0568864259918237,-0.14122948165331242,-0.18933960445256542,0.06524797984004536,-0.27391321199148366,0.29000385143340185,-0.10339502736915411,-0.06569534998128143,0.18670737128635173,-0.1591251984829791,0.03319881296657888,0.07603089819622207,0.8553052404025723,-0.12123611121167197,-0.2782573186849824,-0.32797793109119655,-0.016371896913412388,-0.028119647989079115,-0.1823163757626781,0.09359596410411378,-0.0928523139408219,-0.030566938600379612,-0.27683155266589543
fat_oilcrops,-0.10120198476345545,-0.32818978633858586,0.3892168221408192,-0.3087761203856514,-0.013094334977519115,0.04740664448133527,-0.2294092862641514,-0.19342146328,-0.15990370589149605,-0.22814256216337206,-0.37414577723369324,-0.24798750765141273,-0.12667881867506345,0.29040158592290954,-0.2643210910386882,-0.18779666930846042,0.3129483892621532,0.03060139317211666,0.06157069953609942,-0.1456420380671846,0.38623036086988666,0.39121212328576427,0.20419530079600698,-0.02099252036840074,-0.14031332717620063,-0.20999654930624154,-0.2610610490545475,-0.33937053138777906,0.27083429701311024,-0.036799708804468735,0.388366161881511,0.27624826520635726,0.26702111178315713,-0.40915845652600175,-0.32890213929149187,0.10725488023903927,-0.3433552881714513,0.34518633348077393,0.0482179486694163,-0.21675822262258856,-0.030462516499184116,-0.3977503341034715,0.0027225331838021754,1.0,0.1271874043595721,0.11145842201327665,0.28421236830418967,-0.2567356363862726,-0.20740996028741376,-0.2434511881713493,-0.13174089479890683,-0.1436023023313306,0.10669629494563072,-0.28769273755992897,-0.35698578310615353,0.06651863308595543,0.32309946649241295,0.14088878062027543,-0.2564302239646139,-0.07899093795988178,0.08462330952898865,-0.21710609826141922,-0.3173554601295344,-0.23482785595593147,-0.07921671469409794,-0.20220345939930892,0.7108630674027844,-0.21834332159024802,-0.046927111444806546,-0.266477060212157
fat_pulses,-0.010098438158955456,-0.27802798472609447,0.3647775295779276,-0.3825491573343715,0.17930458277012418,-0.15612028541486375,-0.275823968753372,-0.14504170969481933,-0.1379694472607289,-0.15958522042605439,-0.4427738763712399,-0.4320727260464346,-0.2605021904263004,0.33649537828256004,-0.2971619719793206,0.037346042452414296,0.35670830790917135,0.25259115663713505,0.267836054300485,-0.18144763766529767,0.35877383547238756,0.2072988460970972,0.3156166154508375,0.16599468863632785,0.03756086634244847,-0.04041196857810212,-0.21692576552647058,-0.35828202252009733,0.31543315321336635,-0.13504482436104553,0.39588192577495934,0.2680432006404419,0.45655581934675393,-0.40538366685130045,-0.3024566889216149,0.4150807822691331,-0.3042490443387789,-0.10757080893241565,0.49004005760004266,-0.30157416917542185,-0.12172952285142172,-0.17526302266239058,0.06173069988027935,0.1271874043595721,1.0,0.3219977661893731,0.471520335839159,-0.3325367702121346,-0.1230146221458029,0.08380309160372848,-0.011466209864918895,-0.40039975805705186,0.38902206208882456,-0.31038423762781275,-0.4939993409175935,0.23900640630899478,-0.22253650996437546,0.13443527088572807,-0.4471890907471404,-0.18357813671376771,0.14156043319748174,-0.3138551038600783,-0.2751211030126947,-0.19666898772933764,-0.1016350392947421,-0.28975287713172904,0.13669462675926058,-0.2590361519565458,0.008133346619037293,-0.2774158404406641
fat_spices,-0.03533654436180112,-0.09331794631266649,-0.07299742233965717,-0.17973520958192304,0.0880532647632913,0.012356437780736874,-0.16974278914601884,0.07335615601660213,0.05339545858654632,0.03302409569046577,-0.11498323802221386,-0.03406864623777085,-0.012756504745350542,-0.011167564996334367,-0.14089067456048107,0.03533914963535621,0.06244921512512505,0.11815162598391382,0.11765821557324259,0.0339096128172987,0.1582821472636303,0.13590493340129975,0.18390366772162434,0.15870211971889087,0.18649397886360222,0.1529890088660817,0.10947158289539832,-0.010182507053980517,0.014592184997419726,-0.19894476782619946,0.2703878661665983,0.02893848064440322,0.12910378560394703,-0.1730885376543241,-0.1893791251213363,0.1119022049233396,-0.021005811265606928,0.2145773807833701,0.010030751239142979,-0.15009373637256385,0.11700767440521356,-0.07800645763674972,-0.07785769046844597,0.11145842201327665,0.3219977661893731,1.0,0.16281627029058657,-0.026620202357751054,0.11775054768703384,-0.03936047842727561,0.1815922319626207,-0.23277340006026057,-0.05909823889112843,-0.07165561358023442,-0.24662695198926812,0.1851885394204065,0.10347686036592203,0.004609180098480936,-0.25211007135851576,-0.1901160112768645,0.8716041304869434,-0.12747765678200712,-0.26036374792197853,0.04191611236845365,-0.05325075483406982,-0.19065234120983182,0.009209084641672083,-0.054210767238707776,-0.019808378190327176,-0.14189024963324862
fat_starchy roots,-0.10989740792515042,-0.2580699990559298,0.4443296401949449,-0.3280401684831442,0.03533896371084165,-0.21260201947894192,-0.29890133820527776,-0.21673516891981753,-0.17800478307075276,-0.29314680102687335,-0.5431922002892027,-0.42727624510844764,-0.3410128778990207,0.41562386876168456,-0.2822792396766234,-0.17360206318733473,0.42190412026641017,0.1423864672038322,0.2761269612186378,-0.15702267037719464,0.3675626684339615,0.2944403044502525,0.2452217021943546,0.0597446708093733,-0.10009316639124943,-0.1809470502957405,-0.3267546593523187,-0.4110954493551786,0.3114390548835486,0.02738083358492934,0.3210193227563743,0.2453697266313647,0.42092182547793194,-0.3874311845883473,-0.3077189457662991,0.20319328163511505,-0.3425721439063397,0.16429302543899366,0.4363425558702936,-0.16834222816611968,-0.09670605563639692,-0.3876307052189591,0.14926375933516103,0.28421236830418967,0.471520335839159,0.16281627029058657,1.0,-0.18108600238385014,-0.16965531967169145,0.0612535857414103,-0.06951198164359393,-0.3303597356889516,0.36667427077892695,-0.17008230943649205,-0.4583687388824284,-0.074780721666531,-0.0022092060364774023,0.26176708454980674,-0.3383235406368592,-0.06045943943617151,0.032305362898412515,-0.4377167890411435,-0.2860793985050768,-0.30515500817369035,0.06752986118258958,-0.2050314967767839,0.2435918966934914,-0.16874655570940394,-0.03197927863796473,-0.2689890894600737
fat_stimulants,-0.10196087745413773,0.3547321260324358,-0.37117859371449974,0.3736571174845199,-0.15570400480101118,0.17097419117798762,0.25392843168804713,0.2597116732683448,0.2400354765442553,0.2287588326199745,0.395310049510064,0.36640176189331264,0.25384475795426537,-0.3231973077419365,0.2768397285882214,-0.041149121790779924,-0.41195486533374354,-0.18413047519035128,-0.18116049569066445,0.19125733005651613,-0.3112283028077508,-0.2302985671843773,-0.33747178916887394,-0.1523204124580294,0.01171500534971691,0.13760527921119495,0.27364674406467576,0.36276504231104795,-0.3215614611895978,0.03956624402781419,-0.24854793535234931,-0.21655659074122213,-0.37728483234885457,0.4534756314237179,0.27218873233186675,-0.2723660955237227,0.2373040845227273,0.023567861227866898,-0.07942296533855983,0.2512045348371708,0.3271460618385658,0.42972498934105563,-0.0568864259918237,-0.2567356363862726,-0.3325367702121346,-0.026620202357751054,-0.18108600238385014,1.0,0.1608625826573701,-0.31795733650719143,0.09695954059343029,0.3237492452404306,-0.3201386939003629,0.44524745012670164,0.48777599310860276,-0.33496160798868463,0.10870424237562817,0.025918541196453915,0.3689995033285795,0.15349846793822564,-0.0018013550421308072,0.1431715394579988,-0.06944212495701883,0.268567943782589,0.16557003840516651,0.27025142528863594,-0.3174091958778702,0.46117035509428866,-0.07357711827338208,0.13247823048246868
