continent,country,covid_confirmed_cases,covid_deaths,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age dependency ratio, young","age population, age 0, female, interpolated","age population, age 0, male, interpolated","age population, age 01, female, interpolated","age population, age 01, male, interpolated","age population, age 02, female, interpolated","age population, age 02, male, interpolated","age population, age 03, female, interpolated","age population, age 03, male, interpolated","age population, age 04, female, interpolated","age population, age 04, male, interpolated","age population, age 05, female, interpolated","age population, age 05, male, interpolated","age population, age 06, female, interpolated","age population, age 06, male, interpolated","age population, age 07, female, interpolated","age population, age 07, male, interpolated","age population, age 08, female, interpolated","age population, age 08, male, interpolated","age population, age 09, female, interpolated","age population, age 09, male, interpolated","age population, age 10, female, interpolated","age population, age 10, male, interpolated","age population, age 11, female, interpolated","age population, age 11, male, interpolated","age population, age 12, female, interpolated","age population, age 12, male, interpolated","age population, age 13, female, interpolated","age population, age 13, male, interpolated","age population, age 14, female, interpolated","age population, age 14, male, interpolated","age population, age 15, female, interpolated","age population, age 15, male, interpolated","age population, age 16, female, interpolated","age population, age 16, male, interpolated","age population, age 17, female, interpolated","age population, age 17, male, interpolated","age population, age 18, female, interpolated","age population, age 18, male, interpolated","age population, age 19, female, interpolated","age population, age 19, male, interpolated","age population, age 20, female, interpolated","age population, age 20, male, interpolated","age population, age 21, female, interpolated","age population, age 21, male, interpolated","age population, age 22, female, interpolated","age population, age 22, male, interpolated","age population, age 23, female, interpolated","age population, age 23, male, interpolated","age population, age 24, female, interpolated","age population, age 24, male, interpolated","age population, age 25, female, interpolated","age population, age 25, male, interpolated",diabetes prevalence (% of population ages 20 to 79),female population 00-04,female population 05-09,female population 10-14,female population 15-19,female population 20-24,female population 25-29,female population 30-34,female population 35-39,female population 40-44,female population 45-49,female population 50-54,female population 55-59,female population 60-64,female population 65-69,female population 70-74,female population 75-79,female population 80+,"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hepb3 (% of one-year-old children)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)","immunization, pol3 (% of one-year-old children)",improved sanitation facilities (% of population with access),"improved sanitation facilities, rural (% of rural population with access)","improved sanitation facilities, urban (% of urban population with access)",improved water source (% of population with access),"improved water source, rural (% of rural population with access)","improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),male population 00-04,male population 05-09,male population 10-14,male population 15-19,male population 20-24,male population 25-29,male population 30-34,male population 35-39,male population 40-44,male population 45-49,male population 50-54,male population 55-59,male population 60-64,male population 65-69,male population 70-74,male population 75-79,male population 80+,maternal leave benefits (% of wages paid in covered period),"maternal mortality ratio (modeled estimate, per 100,000 live births)","mortality rate, infant (per 1,000 live births)","mortality rate, infant, female (per 1,000 live births)","mortality rate, infant, male (per 1,000 live births)","mortality rate, neonatal (per 1,000 live births)","mortality rate, under-5 (per 1,000)","mortality rate, under-5, female (per 1,000)","mortality rate, under-5, male (per 1,000)",number of infant deaths,number of maternal deaths,number of neonatal deaths,number of under-five deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, rural (% of rural population)","people practicing open defecation, urban (% of urban population)","population ages 00-04, female (% of female population)","population ages 00-04, male (% of male population)",population ages 00-14 (% of total),"population ages 00-14, female (% of total)","population ages 00-14, male (% of total)","population ages 00-14, total","population ages 0-14, female","population ages 0-14, male","population ages 05-09, female (% of female population)","population ages 05-09, male (% of male population)","population ages 10-14, female (% of female population)","population ages 15-19, female (% of female population)","population ages 15-19, male (% of male population)",population ages 15-64 (% of total),"population ages 15-64, female","population ages 15-64, female (% of total)","population ages 15-64, male","population ages 15-64, male (% of total)","population ages 15-64, total","population ages 20-24, female (% of female population)","population ages 20-24, male (% of male population)","population ages 25-29, female (% of female population)","population ages 25-29, male (% of male population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 35-39, male (% of male population)","population ages 40-44, female (% of female population)","population ages 40-44, male (% of male population)","population ages 45-49, female (% of female population)","population ages 45-49, male (% of male population)","population ages 50-54, female (% of female population)","population ages 50-54, male (% of male population)","population ages 55-59, female (% of female population)","population ages 55-59, male (% of male population)","population ages 60-64, female (% of female population)","population ages 60-64, male (% of male population)",population ages 65 and above (% of total),"population ages 65 and above, female","population ages 65 and above, female (% of total)","population ages 65 and above, male","population ages 65 and above, male (% of total)","population ages 65 and above, total","population ages 65-69, female (% of female population)","population ages 65-69, male (% of male population)","population ages 70-74, female (% of female population)","population ages 70-74, male (% of male population)","population ages 75-79, female (% of female population)","population ages 75-79, male (% of male population)","population ages 80 and older, female (% of female population)","population ages 80 and older, male (% of male population)","population ages10-14, male (% of male population)",population growth (annual %),"population, female","population, female (% of total)","population, male","population, male (% of total)","population, total",rural population,rural population (% of total population),rural population growth (annual %),urban population,urban population (% of total),urban population growth (annual %),grand total,fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetal products,fat_vegetable oils,fat_vegetables,obesity,undernourished,population,kcal_alcoholic beverages,kcal_animal products,kcal_animal fats,kcal_cereals - excluding beer,kcal_eggs,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_milk - excluding butter,kcal_miscellaneous,kcal_offals,kcal_oilcrops,kcal_pulses,kcal_spices,kcal_starchy roots,kcal_stimulants,kcal_sugar & sweeteners,kcal_treenuts,kcal_vegetal products,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal products,protein_animal fats,protein_cereals - excluding beer,protein_eggs,"protein_fish, seafood",protein_fruits - excluding wine,protein_meat,protein_milk - excluding butter,protein_offals,protein_oilcrops,protein_pulses,protein_spices,protein_starchy roots,protein_stimulants,protein_sugar & sweeteners,protein_treenuts,protein_vegetal products,protein_vegetable oils,protein_vegetables,protein_miscellaneous
africa,djibouti,13656,189,1.38400703,58.53386781,6.637145229,51.89672258,10400,10718,10208,10508,10041,10325,9895,10165,9767,10027,9655,9908,9559,9803,9473,9713,9398,9633,9329,9562,9273,9503,9233,9462,9172,9401,9073,9301,8955,9185,8847,9075,8731,8958,8672,8897,8702,8921,8783,8994,8843,9046,8884,9077,8917,9099,8937,9106,8932,9085,8921,9058,8.4,50311,47414,45706,43735,44513,42821,32618,30471,24183,20308,17055,13152,9807,8161,5630,3477,2657,13410.2027,84,84,84,74,84,47.4,5.1,59.8,90,64.7,97.4,0.6980125,140,51743,48619,46852,44845,45413,43347,32780,30516,23974,20722,18005,13097,8683,7385,4940,2916,2005,100,229,54.2,49.1,59.2,33.4,65.3,59.3,71.1,1190,50,737,1429,98,20,75.6,3.7,11.38208991,11.60568094,32.73541692,32.44905762,33.01932075,290645,143431,147214,10.72668822,10.90498428,10.34027949,9.894371056,10.05849606,63.07800433,278663,63.0432176,281382,63.11249277,560045,10.07038159,10.18589545,9.687592615,9.722502591,7.379320798,7.35238044,6.893595072,6.844577227,5.471031788,5.377241265,4.59437264,4.647834883,3.858431425,4.038426169,2.975437707,2.937587755,2.218682907,1.947550926,4.186578755,19925,4.507724781,17246,3.868186488,37171,1.846300725,1.656416399,1.273700904,1.108015844,0.78661777,0.654043361,0.601105382,0.449710884,10.50865553,1.325049786,442019,49.78470729,445842,50.21529271,887861,201163,22.657,0.968570487,686698,77.343,1.42971882,5948672.456,11.1065,1.3966,4.3977,0.2494,0.291,0.1247,5.121,0.1413,3.8573,0.1912,0.4323,0.557,0.3159,0.0333,0.5653,0.4157,38.8977,31.449,0.4572,12.2,18.9,988000,0.1306,3.7127,0.2799,27.8918,0.0746,0.1493,0.7836,1.4925,1.5858,0.2799,0.1306,0.1119,2.3881,0.2052,0.5597,0.2052,6.1754,0.0933,46.2873,6.25,1.2127,0.0225,9.6191,0.0225,29.5547,0.2399,0.8097,0.3674,4.3035,3.4863,0.7647,0.2549,6.2828,0.2699,0.5248,0.1949,0,0.105,40.3809,0.0075,2.4142,0.3749
north america,dominica,6814,47,0.689756384,58.85688141,13.27426371,45.5826177,391345.9012,418997.1852,388018.7531,415509.6728,384511.9259,411835.9012,380869.0247,408019.4259,377133.9691,404103.5679,373350.5247,400131.7531,369562.6111,396147.2901,365813.8642,392193.7099,362148.3025,388314.3951,358609.6049,384552.7222,355291.5494,380997.8827,352288.0988,377738.7037,349393,374590.5309,346550.0123,371505.4568,343953.1605,368663.9074,341672.3889,366098.679,339478.2284,363568.8457,338781.9198,362539.537,340224.6605,363668.3272,343079.4691,366191.3642,345686.679,368408.3272,348028.0247,370324.8148,350758.1543,372446.9506,353921.4753,374746.1296,357001.7407,376776.963,359769.8519,378492.3827,12.6,1921909.469,1829447.728,1746820.08,1702532,1754894.222,1790791.512,1628237.16,1475179.778,1442053.062,1359771.66,1211219.728,1035241.167,904168.8765,678557.0309,495056.3457,387365.3889,466165.4815,6760,98,98,98,96,98,73.56153846,67.43333333,79.48525641,89.77070064,84.74076433,95.7,0.709157384,3161.220126,2058495.926,1961934.117,1873683.957,1822338.846,1863166.994,1873155.346,1679379.389,1512990.056,1478949.969,1378899.901,1211198.667,1011994.352,861329.2037,619639.0185,430012.5679,305973.0123,291420.537,60,159.509434,19.6,18.1,21,15.6,21.2,19.6,22.8,21,1767.037736,17,23,84,9.441721854,14.75231788,2.777124183,9.727203194,10.13688218,27.71630421,27.2028991,28.34101972,11392290.67,5498177.284,5894113.988,9.041912184,9.419585637,8.433783716,8.193980104,8.540215449,63.63768098,14304089.17,63.10885005,14693402.72,64.10467545,28997491.87,8.175233632,8.450050264,7.903350313,8.188248006,7.325066375,7.551445038,6.531372392,6.663688608,5.983206066,6.109778549,5.515705768,5.577336888,5.161492203,5.125124529,4.506125391,4.343545014,3.813317802,3.555243105,8.646010834,2027144.302,9.688259089,1647045.16,7.55430483,3674187.654,3.031029035,2.727380075,2.335386235,1.945550064,1.908145856,1.446364084,2.413697963,1.435010606,8.784551901,0.467519349,21829409.55,50.15638461,22234561.89,49.84361539,72680,22139,30.461,-0.459667326,50541,69.539,0.876387998,153258.0842,26.925,3.8063,1.4913,0.3619,1.6536,1.1856,13.7339,0.1123,7.232,0.1373,4.8172,0.1373,0.468,0.4867,1.7846,0.0312,23.0812,12.3237,0.2309,28.2,6.2,72000,1.4266,10.9375,0.9341,11.3791,0.1529,1.036,5.8254,4.7724,3.9062,0.2548,0.1359,1.4266,0.7133,0.4755,5.9783,0.5944,6.9633,0.017,39.0625,2.9721,1.036,0.038,27.2601,0.0634,11.2385,0.4245,5.4165,2.9142,12.2648,8.3434,0.7475,0.7095,1.7738,0.4371,3.2626,0.6018,0,0.0063,22.7431,0.0127,1.4634,0.2787
north america,dominican republic,418778,4247,1.014141144,57.75732496,10.49505761,47.26226736,103699,108099,103917,108327,104087,108486,104204,108569,104261,108574,104251,108491,104168,108317,104005,108044,103758,107668,103417,107181,103029,106634,102640,106072,101984,105220,100955,103966,99699,102462,98415,100922,96996,99229,95943,97921,95508,97266,95427,96983,95226,96568,95041,96165,94460,95332,93247,93810,91616,91832,90006,89890,8.8,520168,519599,508307,482289,469590,434578,398544,351693,316819,284478,251871,210864,164454,121264,88412,69357,90004,6130,85,81,76,90,87,84,75.7,86.2,84.7,81.9,85.4,0.2478182,400,542055,539701,524354,492321,473707,430581,386669,338455,305482,274890,244164,204414,157926,113881,81350,61697,74453,100,92,25.7,23.1,28.1,21.7,30.9,27.7,33.8,5572,200,4706,6710,84,2.8,5.9,2,9.847393868,10.33253274,29.95884176,29.30686704,30.61531423,3154184,1548074,1606110,9.836622026,10.28766131,9.622851145,9.130299713,9.384514211,63.38849877,3365180,63.70682721,3308609,63.0679743,6673789,8.889892662,9.029698252,8.227074199,8.207639961,7.544908071,7.370599112,6.657963372,6.451554488,5.997757412,5.823030442,5.385504131,5.239892492,4.768215155,4.654200263,3.99190427,3.896494539,3.113308222,3.010350546,6.652659461,369037,6.986305753,331381,6.316711462,700418,2.295670572,2.17077448,1.673743457,1.55067574,1.313009829,1.176054593,1.703881895,1.419206649,9.995120185,1.169842771,5282291,50.17187337,5246100,49.82812663,10528391,2213068,21.02,-3.109305847,8315323,78.98,2.340250611,69936313.71,15.2779,2.2261,1.4528,1.1248,0.2484,3.6133,7.3718,0.0422,4.1194,0.1875,2.9103,0.1921,0.0609,0.0797,0.2906,0.0703,34.7221,25.8881,0.1218,26.9,9.5,10500000,1.589,8.6782,0.7508,13.3054,0.6286,0.2968,7.421,3.7716,2.9859,0.1921,0.2445,1.1524,1.5017,0.0524,1.3794,0.1746,5.413,0.0349,41.3305,8.521,0.5762,0.4784,25.6914,0.0224,13.1111,2.0631,2.0182,3.5207,12.9167,7.1386,1.5324,0.7774,3.7823,0.0747,0.8073,0.4111,0,0.0374,24.3086,0,0.9643,0.3438
south america,ecuador,549418,33681,6.130305159,55.57777234,10.43023167,45.14754067,157292,164819,157672,165206,157649,165148,157276,164711,156610,163950,155708,162927,154624,161701,153417,160332,152140,158881,150850,157406,149469,155823,147918,154048,146926,152861,146821,152612,147253,152927,147564,153101,147901,153294,147853,153064,147150,152122,145997,150688,144844,149249,143579,147690,142297,146086,141081,144517,139846,142902,138463,141136,9.2,786499,766739,738387,736465,711647,673483,609692,551393,501290,443717,379830,323180,268580,188951,152009,108414,133023,6010,78,78,78,84,84,84.7,80.7,87,86.9,75.5,93.4,0.171974068,580,823834,801247,768271,762269,730444,683004,610189,545494,491473,430949,365266,307194,251478,173713,134929,91512,99798,100,64,18.4,16,20.7,10.8,21.6,19,24,6027,210,3530,7079,84,3.9,10.8,0,9.741977846,10.20725396,29.01927441,28.38523632,29.65348807,4684977,2291625,2393352,9.497220405,9.927402385,9.146038069,9.122231197,9.444467297,64.27653417,5199277,64.40089733,5177760,64.15213657,10377037,8.814822788,9.050157451,8.342104015,8.46237869,7.551956146,7.560205197,6.829834991,6.758638018,6.209233673,6.089321061,5.496105124,5.339432323,4.70476815,4.525623883,4.00307235,3.806115278,3.326768896,3.115797372,6.704191426,582397,7.213866351,499952,6.194375364,1082349,2.340443479,2.152293675,1.882861021,1.671762236,1.342871111,1.133828204,1.64769074,1.236491248,9.518831718,1.506845985,8073299,50.00692192,8071064,49.99307808,16144363,5853623,36.258,0.885465301,10290740,63.742,1.862032896,106671157.8,20.9283,4.7198,3.6672,1.0246,0.2519,0.4367,8.7453,0.028,6.0803,0.1008,0.8566,0.0616,0.0392,0.084,0.1848,0.0784,29.0745,23.5541,0.084,19.3,7.9,17511000,0.9275,9.7391,1.4879,23.4396,0.5411,0.2512,2.5894,3.9227,3.4203,0.0966,0.1353,0.3671,0.3285,0.0386,1.0242,0.0773,3.6908,0.0386,40.2319,7.1884,0.4638,0,22.7577,0.0988,22.6665,1.6038,1.6494,1.1022,11.09,7.3579,0.9425,0.6385,0.8893,0.0532,0.8665,0.0532,0,0.0304,27.2423,0.0152,0.7753,0.1596
africa,egypt,385575,21752,5.641444596,62.28639809,8.471773866,53.81462423,1332613,1419803,1241006,1321086,1162269,1236392,1095293,1164492,1038971,1104150,992191,1054139,953848,1013225,922829,980175,898030,953762,878338,932750,864327,917788,856569,909523,845551,897330,826804,876222,804262,850599,785813,829314,769270,809941,758935,797208,757545,794147,762425,797830,766869,801025,770670,803656,778300,809992,790810,820942,805348,833782,818894,845789,16.7,5870152,4645236,4197513,3833988,3911997,4112222,3627597,3010242,2433650,2160303,1915820,1616068,1244735,1089149,675127,472858,451007,3340,93,93,93,92,93,94.7,93.1,96.8,99.4,99,100,0.122989369,810,6245923,4934051,4451462,4028440,4069397,4233734,3727775,3112814,2418119,2143825,1957323,1612755,1215982,955824,527823,342452,262721,100,33,20.3,18.9,21.7,12.8,24,22.5,25.4,56914,820,35818,65775,90,0,0,0,12.96764949,13.50749626,33.16028013,32.50201071,33.8047016,30344337,14712901,15631436,10.26170911,10.6704286,9.272652108,8.469595427,8.71194509,61.61945867,27866622,61.55966431,28520164,61.67799514,56386786,8.641923736,8.800519113,9.08423726,9.155915971,8.0136607,8.06172392,6.649872633,6.731803042,5.376133392,5.229448608,4.772287344,4.636257629,4.232204251,4.232926518,3.570027382,3.487760276,2.749722186,2.629694972,5.220261196,2688141,5.938324982,2088820,4.51730326,4776961,2.406019891,2.06707465,1.491411176,1.141475359,1.044582287,0.740590159,0.996311628,0.568163092,9.626776746,2.129892119,45267664,49.4684863,46240420,50.5315137,91508084,52036072,56.865,2.013894981,39472012,43.135,2.283017397,597095675,15.9979,3.4231,13.4988,0.8448,1.32,0.7216,6.4678,0.0088,3.6343,0.2992,4.4615,0.1584,0.2376,0.1936,0.0792,0.2992,34.0109,13.6132,0.66,31.1,4.5,100803000,0.0301,4.1999,0.5269,32.2144,0.1957,0.6322,2.5591,1.6408,0.9935,0.0151,0.2107,0.7828,0.6624,0.1204,1.2645,0.0452,4.0644,0.0602,45.7926,2.0623,1.5806,0.0052,12.4994,0.0467,30.3504,0.5243,3.4934,1.0849,5.1077,2.0919,1.2302,0.5969,1.6818,0.2128,0.6696,0.2024,0,0.0467,37.5032,0.0052,2.4916,0.026
north america,el salvador,121945,3824,3.135839928,54.32195105,12.61087844,41.71107262,50429,52981,50488,52909,50671,53022,50973,53299,51387,53725,51905,54280,52522,54944,53228,55702,54018,56531,54886,57416,55759,58283,56568,59055,57623,59993,59047,61188,60641,62457,62097,63550,63492,64552,64403,64931,64594,64407,64243,63215,63826,61945,63319,60571,62411,58779,61012,56502,59283,53910,57483,51262,9.2,253948,266559,289638,318829,309851,270254,238107,222704,203060,181117,160379,136399,115775,90710,74560,56804,62648,3940,91,91,91,95,92,75,60,82.4,93.8,86.5,97.5,0.11175312,890,265936,278873,300976,320655,291707,232100,189852,173752,156980,138345,121508,102234,86393,67986,57079,45438,45427,100,54,14.4,12.8,16,8.3,16.8,14.9,18.6,1509,57,868,1763,84,2.8,6.5,0.9,7.810559455,9.249172504,27.02860632,24.91724955,29.41614286,1655930,810145,845785,8.198430064,9.699117396,8.908260035,9.806073923,11.15228254,64.79959547,2156475,66.32568952,1813526,63.07387798,3970001,9.52994179,10.14547998,8.312075445,8.072366803,7.323345253,6.602994323,6.84960241,6.043041262,6.245421121,5.459716246,5.570530569,4.811596663,4.932701635,4.226010967,4.195160029,3.55566716,3.56083734,3.004722039,8.171798211,284722,8.757060931,215930,7.509979163,500652,2.789924899,2.364532225,2.293206928,1.985190111,1.747093969,1.580319702,1.926835135,1.579937125,10.46785296,0.308591942,3251342,53.06941896,2875241,46.93058104,6126583,2038559,33.274,-1.096995002,4088024,66.726,1.016962709,40622768.47,23.3032,6.3901,8.1958,1.6034,0.4514,1.4321,6.6547,0.1012,8.1491,0.0545,5.0669,0.5837,0.0311,0.1401,0.3269,0.1167,26.6968,10.2506,0.4514,22.7,9,6481000,0.9019,7.9857,1.3717,22.6043,0.5825,0.2818,1.9917,2.2924,3.4198,0.2443,0.0564,1.4092,2.95,0.0188,1.2026,0.1691,7.1965,0.0376,41.9955,2.1984,1.0898,0.1203,17.3405,0.0468,20.588,1.5904,1.4701,0.7952,6.8961,7.0364,0.3074,1.3699,6.8426,0.0267,0.7551,0.294,0,0.0334,32.6495,0.0267,1.5035,0.3074
europe,estonia,241408,1932,0.800304878,53.48614119,28.79355264,24.69258855,6022,6112,6706,6956,7199,7570,7522,7978,7694,8205,7735,8274,7666,8209,7507,8034,7275,7775,6993,7452,6678,7088,6346,6701,6030,6338,5751,6030,5524,5792,5313,5565,5090,5323,5104,5349,5463,5763,6048,6433,6617,7083,7202,7751,7757,8373,8233,8885,8636,9302,9052,9734,4.4,35128,37160,30316,27006,38429,47447,44581,43213,46412,41207,47273,48340,48158,38762,36947,36631,50930,18480,93,91,93,93,93,97.2,96.6,97.5,99.6,99,100,0.015801274,6300,36805,39727,31935,28421,41376,50817,47090,45247,47865,40069,44040,41226,36581,26535,21748,17386,17188,100,9,2.3,2.1,2.6,1.5,2.9,2.6,3.2,28,1,18,37,140,0,0,0,5.033083181,5.993801256,16.0878224,14.70096242,17.66414137,211072,102604,108468,5.324243813,6.469613458,4.343635426,3.869443171,4.628384648,65.15247326,432067,61.9057917,422733,68.84268408,854799,5.50598648,6.738203992,6.798092346,8.275681325,6.387488543,7.668666717,6.191424152,7.368496446,6.649862511,7.794822877,5.904130385,6.52528495,6.773172548,7.172018401,6.926128552,6.713786671,6.900063016,5.957338056,18.75970433,163271,23.39324588,82856,13.49317454,246127,5.553821036,4.321214745,5.293738543,3.541651067,5.248481897,2.831269798,7.2972044,2.799038934,5.200726659,-0.193943202,697942,53.1968873,614056,46.8031127,1311998,425901,32.462,0.065294697,886097,67.538,-0.318306721,8264814.442,33.219,6.5339,2.8982,1.583,0.2818,0.3805,10.4279,0.0188,14.275,0.1174,0.3664,0.0658,0.1926,0.0892,2.7855,1.2495,16.7833,8.4457,0.2865,23.8,2.9,1331000,4.839,15.3336,1.9572,16.2121,0.7397,0.339,1.5411,4.3612,7.8132,0.0462,0.1387,0.1387,0.4315,0.1541,2.25,1.125,3.7756,0.4469,34.6741,2.4503,1.2329,0.5907,28.6013,0.2233,15.0751,1.7071,1.735,0.5023,8.8097,15.424,0.7024,0.1861,0.8559,0.1674,1.3582,0.7535,0.0047,0.3582,21.401,0.0233,1.4745,0.0465
africa,ethiopia,420342,6937,1.650322832,81.56767847,6.325619289,75.24205918,1501657,1546191,1465482,1507557,1435131,1474901,1409858,1447473,1388912,1424525,1371547,1405304,1357014,1389061,1344561,1375046,1333444,1362508,1322912,1350699,1312809,1339392,1302978,1328364,1289711,1314236,1271077,1295204,1248100,1272099,1224436,1248202,1200189,1223642,1170351,1193275,1133069,1155121,1090736,1111588,1048220,1067778,1005288,1023515,962179,978328,919748,932771,878450,887649,836912,842434,3.4,7201040,6729478,6424675,5818781,4813885,3843859,3292662,2551495,2085577,1696901,1376782,1176380,914608,760603,522720,316143,257550,590,86,86,86,78,85,28,28.2,27.2,57.3,48.6,93.1,1.55595121,64,7400647,6882618,6549295,5931828,4890041,3833024,3200665,2509803,2116827,1611008,1229528,1019129,827549,652318,461317,276284,215730,100,353,41.4,36.3,46.3,27.7,59.2,53.6,64.5,129947,11000,87414,184186,90,28.6,34.1,5.8,14.46481709,14.91837009,41.44022759,40.88772506,41.99468505,41187753,20355193,20832560,13.51758474,13.87411702,12.90532323,11.68825654,11.9574958,55.07588181,27570930,55.3820642,27169402,54.76861605,54740332,9.669709658,9.857441029,7.721206572,7.726685327,6.614010418,6.451963591,5.125219203,5.059310355,4.18932402,4.267141588,3.408585786,3.247501679,2.765558837,2.478506776,2.363008889,2.054380325,1.837184272,1.668189585,3.483890604,1857016,3.730210745,1605649,3.236698901,3462665,1.527832546,1.314955481,1.049994055,0.929931901,0.63504031,0.556938733,0.517343834,0.434872786,13.20219794,2.47736063,49783139,50.08830198,49607611,49.91169802,99390750,80037383,80.528,1.927514449,19353367,19.472,4.78395465,692682332,11.1691,1.4358,11.3929,0.2238,0.0559,0.4102,4.1768,0,5.1091,0.1678,2.6851,2.5545,2.6851,0.8018,0.0186,0.7459,38.8216,17.4156,0.1305,3.6,20.6,114916000,0.4774,2.0182,0.1519,31.5321,0.0434,0.0217,0.2821,0.651,1.1068,0,0.0651,0.4123,4.4705,0.5859,6.1198,0.0651,1.8663,0.0868,47.9601,1.8012,0.2821,0.1676,4.4561,0.0076,29.7303,0.099,0.1066,0.1143,1.6834,2.1938,0.3656,0.8074,10.748,0.7693,2.3461,0.3047,0,0.0838,45.5515,0,0.457,0.0076
oceania,fiji,53332,698,1.30878272,52.84830729,8.91258909,43.9357182,8204,8665,8465,8938,8641,9128,8740,9241,8771,9287,8744,9275,8670,9213,8555,9110,8412,8977,8248,8821,8063,8644,7858,8444,7690,8275,7587,8160,7533,8085,7467,7999,7392,7904,7357,7848,7378,7853,7431,7889,7484,7928,7559,7984,7562,7977,7447,7860,7263,7682,7088,7510,13.8,42821,42629,38731,37025,37315,34461,34753,30413,25543,24807,24921,21249,15510,11830,8372,4744,3394,4800,99,99,99,94,99,91.1,88.4,93.4,95.7,91.2,99.5,0.08127838,1200,45259,45396,41608,39493,39431,36561,36565,31939,26905,25408,25160,21197,15024,10894,6991,3612,2184,100,30,19.1,17.3,20.7,9.6,22.4,20.3,24.3,328,5,164,388,84,0,0,0,9.764935533,9.977139809,28.74465474,28.31833585,29.15677418,256444,124181,132263,9.721151697,10.00734083,8.832248619,8.443210997,8.706051448,65.42434246,285997,65.21898759,297683,65.62285755,583680,8.509342832,8.692383831,7.85851436,8.059705441,7.925102276,8.060587223,6.93540516,7.040806654,5.824846415,5.931084349,5.657008378,5.601077537,5.683005031,5.54640707,4.845639176,4.672781823,3.536912966,3.311972171,5.831002808,28340,6.462676561,23681,5.220368276,52021,2.697722784,2.401532537,1.909157663,1.541134015,1.081825604,0.796248901,0.77397051,0.481452824,9.172293536,0.640395308,438518,49.15322061,453627,50.84677939,892145,412813,46.272,-0.164587974,479332,53.728,1.33889927,5786477.393,20.0472,7.6883,1.5114,0.5773,1.4694,0.084,8.423,0.0262,1.7948,0.0945,8.9635,0.2991,0.1312,0.3569,0.4408,0.1469,29.9554,17.8168,0.1732,30,3.7,896000,0.7322,8.4795,2.2476,18.1338,0.2724,1.1238,0.63,3.5587,1.1749,0.0681,0.1192,3.5076,1.8219,0.1192,4.3419,0.2384,5.9254,0.0511,41.512,5.1081,0.8343,0.2232,21.1078,0.2435,16.8335,0.8386,6.3303,0.3043,10.1515,2.7323,0.8116,1.8734,4.6936,0.1826,2.7797,0.3382,0,0.0609,28.8922,0.0203,1.5014,0.0812
europe,finland,270829,1714,0.632871664,58.26668653,32.40856382,25.85812271,27994,29668,29201,30763,30028,31504,30523,31934,30733,32099,30708,32044,30493,31816,30139,31456,29692,31014,29200,30532,28655,30005,28047,29432,27709,29102,27805,29162,28208,29507,28572,29819,28889,30083,29483,30663,30456,31689,31632,32961,32803,34222,34086,35608,34825,36421,34695,36311,34020,35629,33420,35026,6,147900,149647,139877,148451,169765,163763,171302,171909,145868,179363,185872,186377,187320,210463,128829,111089,185733,46360,98,87.34868421,98,97,98,97.6,88,99.4,100,100,100,0.004608347,21700,155360,156251,146634,154610,177497,172187,182142,182401,152765,183422,186963,181822,179980,195697,109906,85019,95824,58,3,1.9,1.7,2.1,1.3,2.3,2.1,2.6,110,2,75,134,147,0,0,0,5.313414099,5.75731837,16.33833062,15.71472128,16.98159384,895669,437424,458245,5.376146303,5.790319002,5.025160874,5.333203551,5.729522535,63.18448568,1709991,61.43247002,1753790,64.99171847,3463782,6.09890861,6.577646169,5.883300208,6.380897433,6.154125832,6.749810542,6.175919279,6.759408041,5.24041142,5.661158809,6.443738911,6.797244336,6.677562197,6.92843477,6.69570551,6.737924408,6.729594499,6.669671422,20.4771837,636115,22.85280871,486447,18.02668769,1122562,7.561001969,7.252128891,4.628262486,4.07288341,3.990956256,3.150637551,6.672587995,3.55103784,5.433956469,0.374669478,2783530,50.77568517,2698483,49.22431483,5482013,865007,15.779,-0.477237042,4617006,84.221,0.535086564,34582959.97,36.725,6.3787,1.7872,0.8524,0.9384,0.2901,16.6649,0.1146,11.8155,0.0788,0.6017,0.0179,0.043,0.0537,0.7844,0.5157,13.2732,8.8607,0.2041,24.9,2.5,5529000,2.4873,19.2239,2.4273,14.504,0.5094,0.944,1.6032,7.9562,7.267,0.4495,0.1199,0.2997,0.1648,0.045,1.6931,0.5993,4.525,0.2397,30.7761,3.2814,0.884,0.4797,31.2205,0.2505,13.0758,1.1632,3.8251,0.5434,11.1059,14.3706,0.501,0.3524,0.3099,0.0425,1.1123,1.0826,0.0042,0.1826,18.7816,0.0594,1.1038,0.433
